tax_id,species,genus,family,order,class,phylum,superkingdom,species_tax_id,cogem_classification
392828,Actinomadura chibensis,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria,392828,2
394935,Chromobacterium haemolyticum,Chromobacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,394935,2
404941,Mycobacterium salmoniphilum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,404941,2
411567,Peptoniphilus gorbachii,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,411567,2
411570,Peptoniphilus olsenii,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,411570,2
411577,Anaerococcus murdochii,Anaerococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,411577,1
413497,Cronobacter dublinensis,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,413497,2
413501,Cronobacter muytjensii,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,413501,2
413502,Cronobacter turicensis,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,413502,2
413503,Cronobacter malonaticus,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,413503,2
419208,Veillonella denticariosi,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,419208,2
425468,Mycobacterium arosiense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,425468,2
431269,Mycobacterium setense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,431269,2
439219,Streptococcus henryi,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,439219,2
439220,Streptococcus caballi,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,439220,2
444597,Mycobacterium insubricum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,444597,2
451644,Mycobacterium conceptionense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,451644,2
455432,Nocardia terpenica,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,455432,2
472158,Nocardia altamirensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,472158,2
480035,Nocardia wallacei,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,480035,2
480036,Nocardia blacklockiae,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,480036,2
576610,Polynucleobacter necessarius,Polynucleobacter,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,576610,1
590652,Mycobacterium paraseoulense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,590652,2
592724,Bartonella talpae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,592724,2
671224,Selenomonas artemidis,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,671224,2
1056807,Morococcus cerebrosus,Morococcus,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,1056807,2
1312736,Cytophaga allerginae,Cytophaga,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1312736,2
1653175,Bartonella peromysci,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1653175,2
1653832,Borrelia brasiliensis,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653832,2
1653833,Borrelia caucasica,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653833,2
1653834,Borrelia dugesii,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653834,2
1653835,Borrelia graingeri,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653835,2
1653836,Borrelia harveyi,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653836,2
1653839,Borrelia venezuelensis,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653839,2
1653854,Rickettsiella stethorae,Rickettsiella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,1653854,1
1653861,Treponema minutum,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,1653861,1
1653870,Moraxella saccharolytica,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1653870,2
1870902,Leifsonia sp.,Leifsonia,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1870902,2
