"tax_id","org_name","genome_size","coding_genes","isolation_source","reference","ref_type"
316057,"Rhodopseudomonas palustris BisB5",4892717,4397,NA,"15749","bioproject_id"
56780,"Syntrophus aciditrophicus",3179300,3168,NA,"16258","bioproject_id"
290398,"Chromohalobacter salexigens",3696649,3298,NA,"12636","bioproject_id"
323097,"Nitrobacter hamburgensis",5011522,4326,NA,"13473","bioproject_id"
374463,"Baumannia cicadellinicola Hc (Homalodisca coagulata)",686194,595,NA,"12513","bioproject_id"
335284,"Psychrobacter cryohalolentis",3101097,2511,NA,"13920","bioproject_id"
266264,"Cupriavidus metallidurans",6913352,6488,NA,"250","bioproject_id"
204669,"Candidatus Koribacter versatilis",5650368,4777,NA,"15771","bioproject_id"
319795,"Deinococcus geothermalis",3247018,3054,NA,"13423","bioproject_id"
363253,"Lawsonia intracellularis PHE/MN1-00",1719014,1342,NA,"183","bioproject_id"
370552,"Streptococcus pyogenes MGAS10270 (serotype M2)",1928252,1987,NA,"16364","bioproject_id"
370554,"Streptococcus pyogenes MGAS10750 (serotype M4)",1937111,1979,NA,"16366","bioproject_id"
370553,"Streptococcus pyogenes MGAS2096 (serotype M12)",1860355,1898,NA,"16365","bioproject_id"
370551,"Streptococcus pyogenes MGAS9429 (serotype M12)",1836467,1877,NA,"16363","bioproject_id"
292414,"Ruegeria sp. TM1040",4153699,3864,"Isolated from a marine dinoflagellate culture (Pfiesteria piscicida) in 2000.","13040","bioproject_id"
342109,"Xanthomonas oryzae pv. oryzae MAFF 311018",4940217,4372,NA,"16297","bioproject_id"
317655,"Sphingopyxis alaskensis",3373713,3195,NA,"13907","bioproject_id"
384676,"Pseudomonas entomophila",5888780,5134,NA,"16800","bioproject_id"
331271,"Burkholderia cenocepacia AU1054",7279116,6477,NA,"13919","bioproject_id"
390333,"Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842",1864998,1562,NA,"16871","bioproject_id"
357544,"Helicobacter pylori HPAG1",1605736,1544,NA,"16183","bioproject_id"
246197,"Myxococcus xanthus",9139763,7331,NA,"1421","bioproject_id"
164756,"Mycobacterium sp. MCS",5920523,5615,NA,"15762","bioproject_id"
266117,"Rubrobacter xylanophilus",3225748,3140,NA,"10670","bioproject_id"
360102,"Yersinia pestis Antiqua (biovar Antiqua)",4879836,4364,NA,"16645","bioproject_id"
377628,"Yersinia pestis Nepal516 (biovar Antiqua)",4646286,4094,NA,"16646","bioproject_id"
382638,"Helicobacter acinonychis",1557588,1618,NA,"17251","bioproject_id"
342610,"Pseudoalteromonas atlantica",5187005,4281,NA,"13454","bioproject_id"
362663,"Escherichia coli O6:K15:H31 536 (UPEC)",4938920,4629,NA,"16235","bioproject_id"
266779,"Chelativorans sp. BNC1",4935185,4543,NA,"10690","bioproject_id"
362976,"Haloquadratum walsbyi DSM 16790",3179361,2560,NA,"17185","bioproject_id"
375451,"Roseobacter denitrificans",4331234,4129,NA,"16426","bioproject_id"
373384,"Shigella flexneri 8401 (serotype 5b)",4574284,4116,NA,"16375","bioproject_id"
195103,"Clostridium perfringens ATCC 13124",3256683,2876,NA,"304","bioproject_id"
289380,"Clostridium perfringens SM101",2921996,2566,NA,"12521","bioproject_id"
393595,"Alcanivorax borkumensis",3120143,2755,NA,"13005","bioproject_id"
393115,"Francisella tularensis subsp. tularensis FSC198",1892616,1605,NA,"17375","bioproject_id"
101510,"Rhodococcus jostii",9702737,9145,NA,"13693","bioproject_id"
390236,"Borrelia afzelii (FLI)",1201674,1215,NA,"17057","bioproject_id"
326424,"Frankia alni",7497934,6678,NA,"17403","bioproject_id"
269798,"Cytophaga hutchinsonii",4433218,3785,NA,"54","bioproject_id"
205914,"Haemophilus somnus 129PT",2012878,1798,NA,"322","bioproject_id"
203124,"Trichodesmium erythraeum",7750108,4451,NA,"318","bioproject_id"
60480,"Shewanella sp. MR-4",4706287,3924,NA,"13904","bioproject_id"
60481,"Shewanella sp. MR-7",4799109,4014,NA,"13903","bioproject_id"
64471,"Synechococcus sp. CC9311",2606748,2892,"Isolated from the edge of California Current at a depth of 95m in 1993.","12530","bioproject_id"
187272,"Alkalilimnicola ehrlichii",3275944,2865,NA,"15763","bioproject_id"
391165,"Granulibacter bethesdensis CGDNIH1",2708355,2437,NA,"17111","bioproject_id"
335283,"Nitrosomonas eutropha",2781824,2551,NA,"13913","bioproject_id"
394221,"Maricaulis maris",3368780,3063,NA,"17333","bioproject_id"
318167,"Shewanella frigidimarina",4845257,4029,NA,"13391","bioproject_id"
335541,"Syntrophomonas wolfei",2936195,2504,NA,"13014","bioproject_id"
228405,"Hyphomonas neptunium",3705021,3505,NA,"15721","bioproject_id"
339670,"Burkholderia ambifaria AMMD",7528567,6610,NA,"13490","bioproject_id"
393011,"Francisella tularensis subsp. holarctica OSU18",1895727,1555,NA,"17265","bioproject_id"
316055,"Rhodopseudomonas palustris BisA53",5505494,4878,NA,"15751","bioproject_id"
208963,"Pseudomonas aeruginosa UCBPP-PA14",6537648,5892,NA,"386","bioproject_id"
216596,"Rhizobium leguminosarum bv. viciae 3841",7751309,7131,NA,"344","bioproject_id"
387662,"Candidatus Carsonella ruddii PV (Pachypsylla venusta)",159662,182,NA,"17977","bioproject_id"
355277,"Leptospira borgpetersenii JB197",3876235,2880,NA,"16148","bioproject_id"
355276,"Leptospira borgpetersenii L550",3931782,2945,NA,"16146","bioproject_id"
387344,"Lactobacillus brevis ATCC 367",2340228,2218,NA,"404","bioproject_id"
321967,"Lactobacillus paracasei ATCC 334",2924325,2764,NA,"57985","bioproject_id"
203123,"Oenococcus oeni",1780517,1691,NA,"317","bioproject_id"
278197,"Pediococcus pentosaceus ATCC 25745",1832387,1755,NA,"398","bioproject_id"
324831,"Lactobacillus gasseri ATCC 33323",1894360,1755,NA,"84","bioproject_id"
203120,"Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293",2075763,2005,NA,"315","bioproject_id"
234267,"Candidatus Solibacter usitatus",9965640,7826,NA,"12638","bioproject_id"
373153,"Streptococcus pneumoniae D39 (virulent serotype 2)",2046115,1914,NA,"16374","bioproject_id"
322159,"Streptococcus thermophilus LMD-9",1864178,1716,NA,"13773","bioproject_id"
331272,"Burkholderia cenocepacia HI2424",7702840,6919,NA,"13918","bioproject_id"
381666,"Ralstonia eutropha H16",7416678,6626,NA,"13603","bioproject_id"
349307,"Methanosaeta thermophila",1879471,1696,NA,"15765","bioproject_id"
335543,"Syntrophobacter fumaroxidans",4990251,4064,NA,"13013","bioproject_id"
321956,"Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365",1856951,1721,NA,"403","bioproject_id"
272622,"Lactococcus lactis subsp. cremoris SK11",2598348,2504,NA,"401","bioproject_id"
290399,"Arthrobacter sp. FB24",5070478,4506,NA,"12640","bioproject_id"
386043,"Listeria welshimeri",2814130,2774,NA,"13443","bioproject_id"
372461,"Buchnera aphidicola BCc",422434,362,NA,"16372","bioproject_id"
380703,"Aeromonas hydrophila subsp. hydrophila ATCC 7966",4744448,4118,NA,"58617","bioproject_id"
405955,"Escherichia coli APEC O1 (APEC)",5497653,4890,NA,"16718","bioproject_id"
351607,"Acidothermus cellulolyticus",2443540,2157,NA,"16097","bioproject_id"
156889,"Magnetococcus marinus",4719581,3716,NA,"262","bioproject_id"
94122,"Shewanella sp. ANA-3",5251146,4360,NA,"13905","bioproject_id"
412694,"Bacillus thuringiensis Al Hakam",5313030,4798,NA,"18255","bioproject_id"
360106,"Campylobacter fetus subsp. fetus 82-40",1773615,1719,NA,"16293","bioproject_id"
386415,"Clostridium novyi",2547720,2325,"Toxin-free strain for bacteriolytic tumor therapy.","16820","bioproject_id"
401614,"Francisella tularensis subsp. novicida U112",1910031,1719,NA,"16088","bioproject_id"
243243,"Mycobacterium avium 104",5475491,5120,NA,"88","bioproject_id"
246196,"Mycobacterium smegmatis MC2 155",6988209,6717,NA,"57701","bioproject_id"
362242,"Mycobacterium ulcerans",5805761,4241,NA,"16230","bioproject_id"
338966,"Pelobacter propionicus",4241119,3804,NA,"13384","bioproject_id"
367928,"Bifidobacterium adolescentis ATCC 15703",2089645,1631,NA,"16321","bioproject_id"
413404,"Candidatus Ruthia magnifica (Calyptogena magnifica)",1160782,976,NA,"16841","bioproject_id"
290317,"Chlorobium phaeobacteroides DSM 266",3133902,2650,NA,"12609","bioproject_id"
318586,"Paracoccus denitrificans",5236194,5077,NA,"13020","bioproject_id"
62928,"Azoarcus sp. BH72",4376040,3989,NA,"13217","bioproject_id"
189918,"Mycobacterium sp. KMS",6256079,5975,NA,"16081","bioproject_id"
196162,"Nocardioides sp. JS614",5293685,4909,NA,"12738","bioproject_id"
384616,"Pyrobaculum islandicum",1826402,1978,NA,"16743","bioproject_id"
326297,"Shewanella amazonensis",4306142,3645,NA,"13385","bioproject_id"
368408,"Thermofilum pendens",1813393,1876,NA,"16331","bioproject_id"
290340,"Paenarthrobacter aurescens",5226648,4587,NA,"12512","bioproject_id"
411154,"Gramella forsetii",3798465,3584,NA,"19061","bioproject_id"
350058,"Mycobacterium vanbaalenii",6491865,5979,NA,"15761","bioproject_id"
357804,"Psychromonas ingrahamii",4559598,3545,NA,"16187","bioproject_id"
397945,"Acidovorax citrulli",5352772,4709,NA,"15708","bioproject_id"
391774,"Desulfovibrio vulgaris DP4",3661391,3091,NA,"17227","bioproject_id"
351745,"Shewanella sp. W3-18-1",4708380,4044,NA,"13902","bioproject_id"
351348,"Marinobacter hydrocarbonoclasticus VT8",4779762,4272,NA,"13239","bioproject_id"
232721,"Acidovorax sp. JS42",4585154,4155,NA,"15685","bioproject_id"
360095,"Bartonella bacilliformis",1445021,1283,NA,"16249","bioproject_id"
320388,"Burkholderia mallei SAVP1",5232401,5189,NA,"13947","bioproject_id"
272831,"Neisseria meningitidis FAM18 (serogroup C)",2194961,1917,NA,"255","bioproject_id"
365044,"Polaromonas naphthalenivorans",5366143,4929,NA,"13418","bioproject_id"
391735,"Verminephrobacter eiseniae",5597943,4947,NA,"17187","bioproject_id"
354242,"Campylobacter jejuni subsp. jejuni 81-176",1699052,1758,NA,"16135","bioproject_id"
349124,"Halorhodospira halophila",2678452,2407,"Isolated from a hypersaline lake in Oregon.","15767","bioproject_id"
410289,"Mycobacterium bovis BCG Pasteur 1173P2",4374522,3953,NA,"18059","bioproject_id"
146891,"Prochlorococcus marinus AS9601",1669886,1921,NA,"13548","bioproject_id"
167542,"Prochlorococcus marinus MIT 9515",1704176,1906,NA,"13617","bioproject_id"
59922,"Prochlorococcus marinus MIT 9303",2682675,2997,NA,"13496","bioproject_id"
167555,"Prochlorococcus marinus NATL1A",1864731,2193,NA,"15660","bioproject_id"
415426,"Hyperthermus butylicus",1667163,1602,NA,"208","bioproject_id"
393305,"Yersinia enterocolitica subsp. enterocolitica 8081",4683620,4023,NA,"57741","bioproject_id"
420662,"Methylibium petroleiphilum",4643639,4449,NA,"10789","bioproject_id"
412022,"Burkholderia mallei NCTC 10229",5742303,5157,NA,"13943","bioproject_id"
410358,"Methanocorpusculum labreanum",1804962,1739,NA,"18109","bioproject_id"
388919,"Streptococcus sanguinis",2388435,2270,NA,"58381","bioproject_id"
203119,"Ruminiclostridium thermocellum ATCC 27405",3843301,3173,NA,"314","bioproject_id"
416870,"Lactococcus lactis subsp. cremoris MG1363",2529478,2433,NA,"18797","bioproject_id"
416269,"Actinobacillus pleuropneumoniae L20 (serotype 5b)",2274482,2012,NA,"18221","bioproject_id"
368407,"Methanoculleus marisnigri",2478101,2489,NA,"16330","bioproject_id"
325240,"Shewanella baltica OS155",5342896,4489,NA,"13386","bioproject_id"
320389,"Burkholderia mallei NCTC 10247",5848380,5413,NA,"13946","bioproject_id"
357348,"Burkholderia pseudomallei 1106a",7089249,7181,NA,"16182","bioproject_id"
320373,"Burkholderia pseudomallei 668",7040403,7117,NA,"13953","bioproject_id"
164757,"Mycobacterium sp. JLS",6048425,5739,NA,"16079","bioproject_id"
410359,"Pyrobaculum calidifontis",2009313,2149,NA,"18111","bioproject_id"
349101,"Rhodobacter sphaeroides ATCC 17029",4489380,4132,NA,"15754","bioproject_id"
399550,"Staphylothermus marinus",1570485,1570,NA,"17449","bioproject_id"
400667,"Acinetobacter baumannii ATCC 17978",4001457,3803,NA,"17477","bioproject_id"
272563,"Clostridioides difficile 630",4298133,3767,NA,"57679","bioproject_id"
167546,"Prochlorococcus marinus MIT 9301",1641879,1907,NA,"15746","bioproject_id"
323850,"Shewanella loihica",4602594,3859,NA,"13906","bioproject_id"
204773,"Herminiimonas arsenicoxydans",3424307,3283,NA,"13467","bioproject_id"
402880,"Methanococcus maripaludis C5",1789046,1822,NA,"17641","bioproject_id"
405948,"Saccharopolyspora erythraea",8212805,7197,NA,"18489","bioproject_id"
269482,"Burkholderia vietnamiensis G4",8391070,7617,NA,"10696","bioproject_id"
349161,"Desulfotomaculum reducens",3608104,3276,NA,"13424","bioproject_id"
418136,"Francisella tularensis subsp. tularensis WY96-3418",1898476,1634,NA,"18459","bioproject_id"
420246,"Geobacillus thermodenitrificans",3608012,3445,NA,"18655","bioproject_id"
160491,"Streptococcus pyogenes Manfredo (serotype M5)",1841271,1744,NA,"270","bioproject_id"
350054,"Mycobacterium gilvum PYR-GCK",5982829,5579,NA,"15760","bioproject_id"
290318,"Chlorobium phaeovibrioides",1966858,1753,NA,"12607","bioproject_id"
382245,"Aeromonas salmonicida",5024249,4413,NA,"16723","bioproject_id"
340322,"Corynebacterium glutamicum R",3363299,3238,NA,"19193","bioproject_id"
312153,"Polynucleobacter asymbioticus",2159490,2077,NA,"16679","bioproject_id"
340102,"Pyrobaculum arsenaticum",2121076,2298,NA,"15582","bioproject_id"
369723,"Salinispora tropica",5183331,4536,NA,"16342","bioproject_id"
386656,"Yersinia pestis Pestoides F",4725862,4069,NA,"16700","bioproject_id"
351627,"Caldicellulosiruptor saccharolyticus",2970275,2682,NA,"13466","bioproject_id"
399742,"Enterobacter sp. 638",4676461,4240,"Isolated from the stem of a 10-year-old hybrid poplar (Populus trichocarpa x P. deltoids cv. H11-11).","17461","bioproject_id"
376686,"Flavobacterium johnsoniae UW101",6096872,5017,NA,"16082","bioproject_id"
399549,"Metallosphaera sedula",2191517,2256,"Extremely thermoacidophilic and metal sulfide-oxidizing archaeon.","17447","bioproject_id"
399739,"Pseudomonas mendocina ymp",5072807,4594,NA,"17457","bioproject_id"
379731,"Pseudomonas stutzeri A1501",4567418,4128,NA,"16817","bioproject_id"
349102,"Rhodobacter sphaeroides ATCC 17025",4557127,4333,NA,"15755","bioproject_id"
319224,"Shewanella putrefaciens CN-32",4659220,3972,NA,"13393","bioproject_id"
391295,"Streptococcus suis 05ZYH33",2096309,2186,NA,"17153","bioproject_id"
391296,"Streptococcus suis 98HAH33",2095698,2189,NA,"17155","bioproject_id"
114615,"Bradyrhizobium sp. ORS 278",7456587,6717,NA,"19575","bioproject_id"
246195,"Dichelobacter nodosus",1389350,1280,NA,"50","bioproject_id"
216389,"Dehalococcoides mccartyi BAV1",1341892,1371,NA,"15770","bioproject_id"
370438,"Pelotomaculum thermopropionicum",3025375,2920,NA,"19023","bioproject_id"
345073,"Vibrio cholerae O395",4132319,3875,NA,"15667","bioproject_id"
351605,"Geobacter uraniireducens",5136364,4357,NA,"15768","bioproject_id"
359786,"Staphylococcus aureus subsp. aureus JH9 (MRSA/VRSA)",2937129,2726,NA,"15757","bioproject_id"
316278,"Synechococcus sp. RCC307",2224914,2535,NA,"13654","bioproject_id"
32051,"Synechococcus sp. WH7803",2366980,2533,NA,"13642","bioproject_id"
390874,"Thermotoga petrophila",1823511,1785,NA,"17089","bioproject_id"
351160,"Methanocella arvoryzae",3179916,3085,NA,"61623","bioproject_id"
349163,"Acidiphilium cryptum",3963080,3559,NA,"15753","bioproject_id"
288000,"Bradyrhizobium sp. BTAi1",8493513,7622,NA,"16137","bioproject_id"
443906,"Clavibacter michiganensis subsp. michiganensis",3395237,3079,NA,"19643","bioproject_id"
412965,"Candidatus Vesicomyosocius okutanii (Calyptogena okutanii)",1022154,937,NA,"18267","bioproject_id"
357244,"Orientia tsutsugamushi Boryong",2127051,1182,NA,"16180","bioproject_id"
400673,"Legionella pneumophila Corby",3576470,3204,NA,"17491","bioproject_id"
413999,"Clostridium botulinum A ATCC 3502",3903260,3581,NA,"61579","bioproject_id"
444178,"Brucella ovis",3275590,2892,NA,"12514","bioproject_id"
557436,"Lactobacillus reuteri DSM 20016",1999618,1900,NA,"15766","bioproject_id"
347257,"Mycoplasma agalactiae PG2",877438,751,NA,"16095","bioproject_id"
351746,"Pseudomonas putida F1",5959964,5252,NA,"13909","bioproject_id"
392499,"Sphingomonas wittichii",5915246,5345,NA,"17343","bioproject_id"
420247,"Methanobrevibacter smithii",1853160,1795,NA,"18653","bioproject_id"
419947,"Mycobacterium tuberculosis H37Ra",4419977,4034,NA,"18883","bioproject_id"
349106,"Psychrobacter sp. PRwf-1",2995049,2385,NA,"15759","bioproject_id"
357808,"Roseiflexus sp. RS-1",5801598,4517,NA,"16190","bioproject_id"
374930,"Haemophilus influenzae PittEE (nontypeable)",1813033,1619,NA,"16400","bioproject_id"
374931,"Haemophilus influenzae PittGG (nontypeable)",1887192,1667,NA,"16401","bioproject_id"
336982,"Mycobacterium tuberculosis F11",4424435,3941,NA,"15642","bioproject_id"
435590,"Bacteroides vulgatus",5163189,4065,NA,"13378","bioproject_id"
290402,"Clostridium beijerinckii NCIMB 8052",6000632,5020,NA,"12637","bioproject_id"
402612,"Flavobacterium psychrophilum JIP02/86",2860382,2446,NA,"61627","bioproject_id"
435591,"Parabacteroides distasonis",4811379,3850,NA,"13485","bioproject_id"
391009,"Thermosipho melanesiensis",1915238,1879,NA,"17249","bioproject_id"
293826,"Alkaliphilus metalliredigens",4929566,4625,NA,"13006","bioproject_id"
419665,"Methanococcus aeolicus",1569500,1490,NA,"18641","bioproject_id"
426368,"Methanococcus maripaludis C7",1772694,1788,NA,"18819","bioproject_id"
406327,"Methanococcus vannielii",1720048,1678,NA,"17889","bioproject_id"
366394,"Sinorhizobium medicae",6817576,6213,NA,"58549","bioproject_id"
359787,"Staphylococcus aureus subsp. aureus JH1 (MRSA/VSSA)",2936936,2780,NA,"15758","bioproject_id"
426430,"Staphylococcus aureus subsp. aureus Newman",2878897,2624,NA,"18801","bioproject_id"
339671,"Actinobacillus succinogenes",2319663,2079,NA,"13370","bioproject_id"
404589,"Anaeromyxobacter sp. Fw109-5",5277990,4466,"Isolated from nitrate- and uranium-contaminated subsurface sediment of the Oak Ridge Integrated Field-Scale Subsurface Research Challenge (IFC) site, Oak Ridge Reservation, TN.","17729","bioproject_id"
315749,"Bacillus cytotoxicus",4094159,3844,NA,"13624","bioproject_id"
375286,"Janthinobacterium sp. Marseille",4110251,3697,NA,"16549","bioproject_id"
266940,"Kineococcus radiotolerans",4956672,4681,"Isolated from high-level radioactive waste within a shielded cell work area at the Savannah River Site (SRS).","10689","bioproject_id"
441772,"Clostridium botulinum F Langeland",4012918,3655,NA,"19519","bioproject_id"
431943,"Clostridium kluyveri DSM 555",4023800,3913,NA,"19065","bioproject_id"
387092,"Nitratiruptor sp. SB155-2",1877931,1843,"Isolated from in situ samplers deployed on the actively venting sulfide mound in the Iheya North hydrothermal field, Japan.","18963","bioproject_id"
272620,"Klebsiella pneumoniae subsp. pneumoniae MGH 78578",5694894,5185,NA,"31","bioproject_id"
400668,"Marinomonas sp. MWYL1",5100344,4439,NA,"17445","bioproject_id"
439375,"Ochrobactrum anthropi ATCC 49188",5205777,4799,NA,"19485","bioproject_id"
381754,"Pseudomonas aeruginosa PA7",6588339,6286,NA,"16720","bioproject_id"
349747,"Yersinia pseudotuberculosis IP 31758 (serotype O:1b)",4935125,4324,NA,"16070","bioproject_id"
402882,"Shewanella baltica OS185",5312910,4394,NA,"17643","bioproject_id"
387093,"Sulfurovum sp. NBC37-1",2562277,2438,"Isolated from in situ samplers deployed on the actively venting sulfide mound in the Iheya North hydrothermal field, Japan.","18965","bioproject_id"
