"tax_id","name_class","org_name","Strain","metabolism","pathways","carbon_substrates","sporulation","cell_shape","motility","optimum_ph","optimum_tmp","d1_lo","d1_up","d2_lo","d2_up","isolation_source","reference","ref_type"
1036182,"scientific name","Actinoplanes atraurantiacus","Y16","obligate aerobe","nitrate_reduction","cellobiose, galactose, glucose, glycogen, lactose, maltose, mannitol, mannose, rhamnose, salicin, sucrose, xylose","yes",NA,NA,NA,27.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.037226-0","doi"
403638,"scientific name","Actinoplanes couchii","GW8-1761T",NA,NA,"aspartic acid (aspartate), malate, proline, pyruvic acid (pyruvate), salicin, serine, sucrose","yes",NA,NA,NA,27.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.64805-0","doi"
1223317,"scientific name","Actinoplanes siamensis","A-T 6646","obligate aerobe",NA,"cellobiose, fructose, galactose, glucose, mannose, xylose","yes","ovoid/coccobacillus","flagella",8.5,27.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.048017-0","doi"
512349,"scientific name","Actinoplanes sichuanensis","03-723T","obligate aerobe","nitrate_reduction","acetate, adonitol, arabinose, citric acide (citrate), fructose, galactose, gluconic acid, glucosamine, glucose, malonic acid (malonate), maltose, ribose, sorbitol, sucrose, xylose","yes",NA,"motile, but unspecified structure",NA,NA,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.010561-0","doi"
571912,"scientific name","Actinoplanes tereljensis","MN07-A0371","obligate aerobe","nitrate_reduction",NA,"yes",NA,NA,NA,24,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.009944-0","doi"
571912,"scientific name","Actinoplanes tereljensis","MN07-A0371","obligate aerobe","nitrate_reduction","gelatin, glucose, maltose, sucrose, xylose","yes",NA,"motile, but unspecified structure",7,24,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.009944-0","doi"
571911,"scientific name","Actinoplanes toevensis","MN07-A0368","obligate aerobe",NA,NA,"yes",NA,NA,NA,27.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.009944-0","doi"
571911,"scientific name","Actinoplanes toevensis","MN07-A0368","obligate aerobe",NA,"arabinose, galactose, glucose, mannose, rhamnose, ribose, xylose",NA,NA,"motile, but unspecified structure",NA,27.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.009944-0","doi"
512350,"scientific name","Actinoplanes xinjiangensis","03-8772T","obligate aerobe","nitrate_reduction","acetate, adonitol, arabinose, citric acide (citrate), fructose, gluconic acid, glucosamine, glucose, mannose, ribose, sorbitol, sucrose, xylose","yes",NA,"motile, but unspecified structure",NA,NA,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.010561-0","doi"
533267,"scientific name","Actinopolymorpha alba","YIM 48868T","obligate aerobe",NA,"alanine, alanine, arabinose, asparagine, dextrin, fucose, glucose, maltose, mannose, phenylalanine, proline, raffinose, rhamnose, ribose",NA,NA,NA,6.5,27.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.010280-0","doi"
504797,"scientific name","Actinopolymorpha cephalotaxi","106-2230",NA,"nitrate_reduction","arabinose, glucosamine, raffinose",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil, rhizosphere soil","doi.org/10.1099/ijs.0.011197-0","doi"
504797,"scientific name","Actinopolymorpha cephalotaxi","I06- 2230","obligate aerobe","nitrate_reduction","arabinose, fructose, galactose, glucosamine, glucose, mannitol, myo-inositol, raffinose, rhamnose, sorbitol, sucrose, xylose",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.011197-0","doi"
446787,"scientific name","Actinopolymorpha rutila","YIM 45725","obligate aerobe",NA,"adonitol, cellobiose, galactose, lactose, malonic acid (malonate), maltose, mannose, melibiose, raffinose, ribose, salicin, xylitol","no","rod","non-motile",NA,28,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65629-0","doi"
1234544,"scientific name","Actinopolyspora lacussalsi","TRM 40139","obligate aerobe",NA,"arabinose, fructose, maltose, mannitol, xylose","yes","rod","non-motile",7,35,NA,NA,NA,NA,"hypersaline environment","doi.org/10.1099/ijs.0.047167-0","doi"
995066,"scientific name","Actinopolyspora mzabensis","H55","obligate aerobe","nitrate_reduction","adonitol, alanine, alanine, arabinose, cellobiose, citric acide (citrate), fructose, galactose, glucose, glycerol, lactose, maltose, mannose, proline, rhamnose, ribose, sorbitol, sucrose, trehalose, xylose","yes","rod","non-motile",7,30,0.55,NA,1.45,NA,"soil","doi.org/10.1099/ijs.0.046649-0","doi"
304899,"scientific name","Actinospica acidiphila","GE134766","obligate aerobe",NA,"arabinose, xylose","yes","rod","non-motile",5,28,0.5,NA,0.6,0.8,"soil","doi.org/10.1099/ijs.0.63859-0","doi"
304901,"scientific name","Actinospica robiniae","GE134769","obligate aerobe",NA,NA,"yes","rod","non-motile",5.5,25,0.6,NA,1,1.2,"soil","doi.org/10.1099/ijs.0.63859-0","doi"
1386098,"scientific name","Actinotalea ferrariae","CF5-4","obligate aerobe","nitrate_reduction","acetate, arabinose, glucose, glycogen, maltose, ribose, salicin, sucrose, xylose",NA,"rod","non-motile",7,28,0.45,NA,1.15,NA,"other, iron mine","doi.org/10.1099/ijs.0.048512-0","doi"
670289,"scientific name","Adhaeribacter aerolatus","6515J-31","obligate aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactate, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose","no","rod","non-motile",7,30,1,1.2,1.8,2.8,"other, air sample","doi.org/10.1099/ijs.0.018374-0","doi"
670288,"scientific name","Adhaeribacter aerophilus","6424S-25","obligate aerobe",NA,"arabinose, cellobiose, galactose, glucose, glycogen, lactose, malonic acid (malonate), maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, salicin, sucrose, trehalose, xylose","no","rod","non-motile",7,33.5,0.9,1.1,2,4.3,"other, air sample","doi.org/10.1099/ijs.0.018374-0","doi"
299567,"scientific name","Adhaeribacter aquaticus","MBRG1.5T","obligate aerobe",NA,"adonitol, alanine, alanine, arabinose, fructose, gluconic acid, glucose, glycine, histidine, leucine, N-acetylgulcosamine, ornithine, proline, pyruvic acid (pyruvate), ribose, sucrose, trehalose",NA,"rod","non-motile",NA,30,1.3,NA,3.45,NA,"freshwater","doi.org/10.1099/ijs.0.63337-0","doi"
529703,"scientific name","Adhaeribacter terreus","DNG6T","obligate aerobe",NA,"arabinose, arginine, glutamic acid, glycine, phenylalanine, proline, trehalose",NA,"rod","non-motile",7.25,28,0.4,NA,1.5,NA,"soil","doi.org/10.1099/ijs.0.004796-0","doi"
446660,"scientific name","Adlercreutzia equolifaciens","FJC-B9","anaerobic",NA,"arginine","no","ovoid/coccobacillus","non-motile",NA,NA,0.65,NA,2.1,NA,"human - fecal","doi.org/10.1099/ijs.0.65404-0","doi"
797535,"scientific name","Advenella faeciporci","M-07",NA,NA,"acetate, adipate, alanine, alaninamide, alanine, alpha-ketovaleric acid, citric acide (citrate), glucuronamide, glutamic acid, itaconate, lactate, leucine, malate, ornithine, phenylacetate, proline, propionic acid (propionate), pyruvic acid methyl ester, succinic acid (succinate), threonine",NA,"cocci","non-motile",8,30,1.75,NA,NA,NA,"bioreactor","doi.org/10.1099/ijs.0.037440-0","doi"
267800,"scientific name","Advenella incenata","LMG 22250T","obligate aerobe",NA,"citric acide (citrate), malate",NA,"rod","motile, but unspecified structure",NA,NA,NA,NA,NA,NA,"other, human respiratory secretions of cystic fibrosis","doi.org/10.1099/ijs.0.63267-0","doi"
487317,"scientific name","Aequorivita capsosiphonis","A71T","obligate aerobe",NA,"adonitol, asparagine, aspartic acid (aspartate), citric acide (citrate), fucose, galactonic acid, gelatin, glycogen, inosine, lactose, malonic acid (malonate), propionic acid (propionate), raffinose, sorbitol, sucrose, threonine, uridine",NA,"rod","non-motile",7,25,0.35,NA,2.5,NA,"plant associated","doi.org/10.1099/ijs.0.004119-0","doi"
797419,"scientific name","Aequorivita viscosa","8-1b","obligate aerobe",NA,"asparagine, aspartic acid (aspartate), glycogen, lactate, mannose","no","rod","non-motile",7.75,30,2,NA,4.25,NA,"plant associated","doi.org/10.1099/ijs.0.049635-0","doi"
218139,"scientific name","Aeriscardovia aeriphila","T6T","facultative aerobe",NA,"arabinose, maltose, mannose, raffinose, salicin, sucrose, xylose","no","rod","non-motile",NA,37,0.75,NA,1.15,NA,"other, pig caecum","doi.org/10.1099/ijs.0.02667-0","doi"
371602,"scientific name","Aerococcus suis","1821/02T","facultative anaerobe",NA,"ribose",NA,"cocci","non-motile",9.6,37,NA,NA,NA,NA,"other, brain of pig with meningitis","doi.org/10.1099/ijs.0.64537-0","doi"
371602,"scientific name","Aerococcus suis","1821/02T","facultative anaerobe",NA,"5-ketoguconate, ribose",NA,"cocci","non-motile",9.6,37,NA,NA,NA,NA,"other, pig","doi.org/I 10.1099/ijs.0.64537-0","doi"
302168,"scientific name","Aeromicrobium alkaliterrae","KSL-107T","obligate aerobe",NA,"arginine, cellobiose, galactose, malate, succinic acid (succinate), Tween 20, Tween 40, Tween 60, Tween 80","no","cocci","non-motile",7.25,19.5,1.25,NA,1.25,NA,"soil","doi.org/10.1099/ijs.0.63582-0","doi"
416568,"scientific name","Aeromicrobium flavum","TYLN1","facultative anaerobe","nitrate_reduction","acetate, fructose, glucose, glycerol, maltose, pyruvic acid (pyruvate), ribose, sucrose, trehalose","yes","rod","non-motile",7,30,0.2,0.4,0.3,1.2,"other, air sample","doi.org/10.1099/ijs.0.65443-0","doi"
363867,"scientific name","Aeromicrobium ginsengisoli","Gsoil 098","obligate aerobe","nitrate_reduction","3-hydroxybutyrate, acetate, alanine, alanine, arabinose, asparagine, cellobiose, ethanol, fructose, fucose, galactose, gluconic acid, glucose, glutamic acid, glycerol, lactose, leucine, malate, maltose, mannose, N-acetylgulcosamine, phenylalanine, proline, propionic acid (propionate), pyruvic acid (pyruvate), rhamnose, serine, succinic acid (succinate), sucrose, trehalose, tryptophan, valerate, xylose",NA,"cocci","non-motile",7,30,0.3,0.4,0.5,1.2,"soil","doi.org/10.1099/ijs.0.64871-0","doi"
560557,"scientific name","Aeromicrobium halocynthiae","KME 001","obligate aerobe",NA,"acetate, arabinose, fructose, glucose, glycerol, mannose, ribose, trehalose, xylose","no","rod","non-motile",7,25,0.4,0.5,4.1,6,"marine sediment","doi.org/10.1099/ijs.0.016618-0","doi"
363861,"scientific name","Aeromicrobium panaciterrae","Gsoil 161T","obligate aerobe",NA,"acetate, alanine, alanine, cellobiose, glucose, maltose, mannose, salicin, succinic acid (succinate), sucrose","no","rod","non-motile",6.75,22.5,0.2,0.4,1,1.5,"soil","doi.org/10.1099/ijs.0.64697-0","doi"
460257,"scientific name","Aeromicrobium ponti","HSW-1","obligate aerobe",NA,"arabinose, cellobiose, citric acide (citrate), galactose, glucose, maltose, salicin, xylose",NA,"rod","non-motile",6.1,33.5,0.7,NA,2.4,NA,"seawater","doi.org/10.1099/ijs.0.65575-0","doi"
375541,"scientific name","Aeromicrobium tamlense","SSW1-57T","obligate aerobe",NA,"acetate, cellobiose, fructose, galactose, gelatin, glucose, glycerol, lactose, malate, maltose, mannose, ribose, succinic acid (succinate), sucrose, trehalose","no","rod","non-motile",7.1,30,0.5,NA,2.15,NA,"other, dried seaweed ","doi.org/10.1099/ijs.0.64442-0","doi"
196024,"synonym","Aeromonas aquariorum","MDC47","facultative aerobe","nitrate_reduction","lactate",NA,"rod","flagella",NA,33.5,NA,NA,NA,NA,"other, fish aquariums","doi.org/10.1099/ijs.0.65352-0","doi"
1114880,"scientific name","Aeromonas australiensis","266","facultative anaerobe","nitrate_reduction","acetate, citric acide (citrate), lactate, urocanic acid","no","rod","flagella",NA,NA,0.85,NA,2.25,NA,"freshwater","doi.org/10.1099/ijs.0.040162-0","doi"
440079,"scientific name","Aeromonas bivalvium","868ET","facultative anaerobe","nitrate_reduction","acetate, arabinose, arginine, cellobiose, citric acide (citrate), dextrin, fructose, galactose, glucose, glycerol, histidine, lactate, maltose, mannitol, N-acetylgulcosamine, salicin, sucrose, trehalose","no","rod","flagella",9,33.5,0.65,NA,1.25,NA,"other, cockles","doi.org/10.1099/ijs.0.64497-0","doi"
591962,"scientific name","Aeromonas fluvialis","717",NA,"nitrate_reduction","glucose, malate, maltose, mannose, N-acetylgulcosamine","no","rod","flagella",9,30,0.65,NA,3.25,NA,"freshwater","doi.org/10.1099/ijs.0.011643-0","doi"
591962,"scientific name","Aeromonas fluvialis","717","facultative anaerobe",NA,"gluconic acid, glucose, malate, maltose, mannose","no","rod","flagella",9,NA,0.6,0.7,3,3.5,"freshwater, spanish river","doi.org/10.1099/ijs.0.011643-0","doi"
271417,"scientific name","Aeromonas molluscorum","848TT","facultative anaerobe","nitrate_reduction","acetate, arabinose, arginine, cellobiose, citric acide (citrate), dextrin, fructose, galactose, glucose, glycerol, histidine, lactate, maltose, mannitol, mannose, N-acetylgulcosamine, salicin, sucrose, trehalose",NA,"rod","flagella",6.75,27.5,0.75,NA,1.7,NA,"other, animal associated-mollusc","doi.org/10.1099/ijs.0.63202-0","doi"
648794,"scientific name","Aeromonas rivuli","WB4.1-19","obligate aerobe","nitrate_reduction","galactose, glycerol, glycogen, histidine, maltose, mannitol, proline, salicin, sucrose","no","rod","flagella",8.85,30,0.6,NA,2.25,NA,"freshwater","doi.org/10.1099/ijs.0.016139-0","doi"
648794,"scientific name","Aeromonas rivuli","Aeromonas rivuli",NA,"nitrate_reduction","fructose, galactose, glucose, glycerol, glycogen, histidine, maltose, mannitol, mannose, N-acetylgulcosamine, proline, ribose, salicin, sucrose, trehalose, Tween 80","no","rod","flagella",8.85,30,0.6,NA,2.25,NA,"freshwater","doi.org/10.1099/ijs.0.016139-0","doi"
648794,"scientific name","Aeromonas rivuli","WB4.1-19T","obligate aerobe","nitrate_reduction","cellobiose, citric acide (citrate), fructose, galactose, glucose, glycerol, glycogen, histidine, maltose, mannitol, mannose, N-acetylgulcosamine, proline, ribose, salicin, sucrose, trehalose, Tween 80","no","rod","flagella",8.85,30,0.6,NA,2.25,NA,"estuarine sediment","doi.org/10.1099/ijs.0.016139-0","doi"
633415,"scientific name","Aeromonas sanarellii","Dec-44","obligate aerobe","nitrate_reduction","arabinose, caprate, glucose, malate, maltose, mannitol, mannose","no","rod","motile, but unspecified structure",9,39,0.7,NA,2.5,NA,"other, wounds of patients","doi.org/10.1099/ijs.0.014621-0","doi"
328412,"synonym","Aeromonas sharmana","GPTSA-6","facultative anaerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, sucrose, xylose","no","rod","flagella",7,36,0.4,0.5,1,2,"other, warm spring water sample","doi.org/10.1099/ijs.0.63972-0","doi"
218936,"scientific name","Aeromonas simiae","IBSS6874T","facultative anaerobe","nitrate_reduction","cellobiose, fructose, galactose, glucose, glycerol, glycogen, maltose, mannose, N-acetylgulcosamine, ribose, sucrose, trehalose",NA,"rod","flagella",NA,30,NA,NA,NA,NA,"other, animal","doi.org/10.1099/ijs.0.02786-0","doi"
633417,"scientific name","Aeromonas taiwanensis","Jun-28","obligate aerobe","nitrate_reduction","arabinose, caprate, glucose, glycogen, malate, mannitol, mannose","no","rod","motile, but unspecified structure",9,30,0.8,1,1.8,2.5,"other, wounds of patients","doi.org/10.1099/ijs.0.014621-0","doi"
226011,"scientific name","Aestuariibacter halophilus","JC2043T","obligate aerobe","nitrate_reduction","acetate, arginine, gelatin, glucose, leucine, N-acetylgulcosamine, ribose, sucrose, Tween 80","no","rod","flagella",7.5,40,0.55,NA,1.5,NA,"marine sediment","doi.org/10.1099/ijs.0.02798-0","doi"
582857,"synonym","Aestuariibacter litoralis","KMM 3894","obligate aerobe",NA,"fructose, glucose",NA,"rod","motile, but unspecified structure",7.25,30,NA,NA,NA,NA,"other, sandy sediment","doi.org/10.1099/ijs.0.012435-0","doi"
582857,"synonym","Aestuariibacter litoralis","KMM 3894","obligate aerobe","nitrate_reduction",NA,NA,"rod","motile, but unspecified structure",7.25,30,NA,NA,2,NA,"marine sediment","doi.org/10.1099/ijs.0.012435-0","doi"
226010,"scientific name","Aestuariibacter salexigens","JC2042T","obligate aerobe","nitrate_reduction","acetate, arginine, ethanol, galactose, gelatin, glycine, leucine, N-acetylgulcosamine, ornithine, ribose, sorbitol, succinic acid (succinate), Tween 80","no","rod","flagella",7.5,35,0.5,NA,1.4,NA,"marine sediment","doi.org/10.1099/ijs.0.02798-0","doi"
1028745,"scientific name","Aestuariibaculum suncheonense","SC17","obligate aerobe","nitrate_reduction","acetate, alanine, alaninamide, alanine, alpha-cyclodextrin, arabinose, asparagine, aspartic acid (aspartate), dextrin, fructose, galactose, glucose, glutamic acid, histidine, hyroxl-proline, lactate, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, ornithine, phenylalanine, proline, raffinose, serine, sucrose, threonine, Tween 20, uridine, urocanic acid",NA,"rod","non-motile",7,27.5,0.6,NA,2.5,NA,"marine sediment","doi.org/10.1099/ijs.0.037846-0","doi"
483016,"synonym","Aestuariicola saemankumensis","SMK-142","obligate aerobe",NA,NA,"no","ovoid/coccobacillus","non-motile",NA,25,0.3,0.5,0.5,7,"other, tidal flat","doi.org/10.1099/ijs.0.65717-0","doi"
396389,"scientific name","Aestuariimicrobium kwangyangense","R27T","obligate aerobe","nitrate_reduction","cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80, xylose",NA,"cocci","non-motile",8,30,0.8,1,0.8,1,"marine sediment","doi.org/10.1099/ijs.0.64917-0","doi"
591372,"scientific name","Agaricicola taiwanensis","CC-SBABM117","obligate aerobe",NA,"acetate, arabinose, galactose, galcturonic acid, glucose, proline, propionic acid (propionate), pyruvic acid methyl ester","no","rod","flagella",7,32.5,0.5,NA,0.8,1,"other, stripe of edible mushroom","doi.org/10.1099/ijs.0.016485-0","doi"
182262,"scientific name","Agarivorans albus","MKT106T","obligate aerobe",NA,"glucose, maltose, mannitol, xylose","no","rod","flagella",NA,37,0.8,NA,1.7,NA,"seawater","doi.org/10.1099/ijs.0.02778-0","doi"
680279,"scientific name","Agarivorans gilvus","WH0801T","obligate aerobe",NA,"arabinose, galactose, glycogen, lactose, mannose, salicin, xylose","no","rod","flagella",8.5,30,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.019810-0","doi"
680279,"scientific name","Agarivorans gilvus","Agarivorans gilvus","obligate aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannitol, mannose, N-acetylgulcosamine, salicin, sucrose, xylose","no","rod","flagella",8.5,30,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.019810-0","doi"
343512,"scientific name","Agrococcus casei","R-17892t2T","obligate aerobe",NA,"glucose, mannose, Tween 80",NA,"rod","non-motile",8,25,0.35,NA,0.9,NA,"food product","doi.org/10.1099/ijs.0.64270-0","doi"
399736,"scientific name","Agrococcus jejuensis","SSW1-48","obligate aerobe",NA,"glucose, malate, maltose, mannitol, mannose, N-acetylgulcosamine","no","rod","non-motile",7,30,0.3,0.4,1.3,1.5,"other, seaweed","doi.org/10.1099/ijs.0.65731-0","doi"
