microbe_id,kingdom,phylum,class,order,family,genus,species,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,plant_pathogen_citation
153,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Luffa puckering and leaf distortion associated DNA beta,,,0,,,,,,0,,0,,,,0,,0,,,,1,
154,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium nitrogenifigens,,,,,,,,,,,,,,,,,0,,1,,,
155,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI Incertae Sedis,Peptoniphilus,Peptoniphilus sp ph5,0,,1,,,,,,0,,1,,,,1,,0,,2,,0,
156,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrinema,Natrinema pellirubrum,0,,0,,,,32.5,,1,,,,7.5,,0,,,,,,0,
157,Viruses,Viruses noname,Viruses noname,Picornavirales,Secoviridae,Nepovirus,Grapevine deformation virus,,,,,,,,,,,,,,,,,,,,,,
158,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio thiocyanoxidans,0,,,,,,,,1,,,,,,,,,,1,,,
159,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Carmovirus,Honeysuckle ringspot virus,,,0,,,,,,0,,,,,,0,,,,,,1,
160,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus psychrophilus,,,0,,,,18.0,,1,,,,7.1,,0,,,,,,0,
161,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria ivanovii,1,,0,,,,37.0,,0,,,,6.75,,1,,0,,,,0,
162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,Henriciella marina,0,,0,,,,,,0,,,,,,,,,,,,,
163,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces himastatinicus,1,,0,,1,,,,0,,,,7.5,,0,,1,,1,,0,
164,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl Pune virus,,,,,,,,,,,,,,,,,,,,,,
165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella tamiae,0,,1,,,,,,0,,,,,,1,,,,,,0,
166,Viruses,Viruses noname,Viruses noname,Viruses noname,Partitiviridae,Alphacryptovirus,Beet cryptic virus 1,,,,,,,,,,,,,,,,,,,,,,
167,Viruses,Viruses noname,Viruses noname,Viruses noname,Poxviridae,Betaentomopoxvirus,Amsacta moorei entomopoxvirus L,,,0,,,,,,0,,,,,,,,,,,,,
168,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Ageratum leaf curl virus,,,0,,0,,,,0,,,,,,0,,,,,,1,
169,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Epsilon15likevirus,Escherichia phage phiV10,,,,,,,,,0,,0,,,,0,,0,,,,0,
170,Viruses,Viruses noname,Viruses noname,Viruses noname,Polyomaviridae,Polyomavirus,Squirrel monkey polyomavirus,,,0,,,,,,0,,,,,,1,,,,,,0,
171,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,Leptospira noguchii,0,,,,0,,,,0,,0,,7.4,,1,,0,,2,,0,
172,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tasmaniensis,0,,0,,,,,,0,,,,,,1,,0,,,,0,
173,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Viunalikevirus,Salmonella phage SFP10,,,,,,,,,0,,0,,,,0,,0,,,,0,
174,Viruses,Viruses noname,Viruses noname,Viruses noname,Arenaviridae,Arenavirus,Luna virus,,,,,,,,,,,,,,,,,,,,,,
175,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Halovirus HSTV 2,,,0,,,,,,1,,,,6.7,,0,,,,2,,0,
176,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl Guangxi virus,,,,,,,,,,,,,,,,,,,,,,
177,Viruses,Viruses noname,Viruses noname,Viruses noname,Inoviridae,Inovirus,Pseudomonas phage Pf1,,,,,,,,,,,,,,,,,,,,,,
178,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Roseiflexus,Roseiflexus sp RS 1,0,,0,,0,,60.0,,1,,,,,,0,,0,,,,0,
179,Viruses,Viruses noname,Viruses noname,Tymovirales,Alphaflexiviridae,Potexvirus,Hydrangea ringspot virus,,,,,,,,,,,,,,,,,,,,,1,
180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum,Pseudochrobactrum sp AO18b,0,,,,,,,,0,,,,,,,,,,,,,
181,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina sp SCGC AAA288 L16,,,0,,,,,,0,,,,,,,,,,,,,
182,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp 3,0,,0,,,,,,0,,,,,,0,,0,,,,1,
183,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1,,,0,,,,,,0,,,,,,1,,,,,,0,
184,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Halovirus HF1,,,0,,,,,,1,,,,,,0,,,,,,0,
185,Viruses,Viruses noname,Viruses noname,Viruses noname,Adenoviridae,Mastadenovirus,Murine adenovirus C,,,0,,,,,,0,,,,,,,,,,,,0,
186,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 6,,,0,,0,,,,0,,0,,,,,,0,,,,,
187,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia frederiksenii,0,,0,,,,,,1,,,,,,0,,0,,,,0,
188,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Sobemovirus,Ryegrass mottle virus,,,,,,,,,,,,,,,,,,,,,,
189,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Badnavirus,Piper yellow mottle virus,,,0,,,,,,0,,,,,,0,,,,,,1,
190,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vestibularis,1,,1,,1,,,,,,1,,7.4,,,,0,,,,,
191,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,,,,,,,60.0,,,,,,7.2,,,,1,,,,,
192,Archaea,Thaumarchaeota,Thaumarchaeota noname,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus maritimus,,,0,,,,,,0,,,,,,0,,,,,,0,
193,Viruses,Viruses noname,Viruses noname,Viruses noname,Nodaviridae,Alphanodavirus,Pariacoto virus,,,,,,,28.0,,,,,,,,1,,,,,,,
194,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa alba,,,0,,,,,,0,,,,,,,,,,1,,,
195,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Phikmvlikevirus,Pseudomonas phage phi 2,,,,,,,,,0,,0,,,,0,,0,,,,0,
196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella australis,0,,0,,1,,,,0,,,,,,,,,,2,,0,
197,Viruses,Viruses noname,Viruses noname,Viruses noname,Polyomaviridae,Polyomavirus,Pan troglodytes verus polyomavirus 4,,,,,,,,,0,,,,,,1,,,,,,0,
198,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp JC63,,,,,,,,,,,,,,,,,,,,,,
199,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,Mucispirillum schaedleri,,,0,,0,,37.0,,,,,,,,0,,,,,,0,
200,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Twortlikevirus,Staphylococcus phage G1,,,,,,,,,0,,0,,,,0,,0,,,,0,
201,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas mediterranea,0,,0,,1,,25.0,,,,,,,,0,,0,,1,,0,
202,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Halocynthia phage JM 2012,,,,,,,,,0,,0,,,,0,,0,,,,0,
203,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Papillomaviridae noname,Bovine papillomavirus 7,,,,,,,,,,,,,,,1,,,,,,0,
204,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Burkholderia phage BcepNazgul,,,,,,,,,0,,0,,,,0,,0,,,,0,
205,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous,1,,0,,,,,,1,,,,,,0,,0,,2,,0,
206,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella dispar,0,,1,,1,,37.0,,0,,,,,,,,0,,,,,
207,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus,Candidatus Arthromitus sp SFB 3,1,,,,,,,,0,,,,,,,,1,,,,,
208,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia alkanivorans,1,,0,,,,,,0,,,,,,0,,,,,,0,
209,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas poae,0,,,,,,26.0,,,,,,,,,,,,2,,,
210,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,N4likevirus,Vibrio phage VBP47,,,,,,,,,0,,0,,,,0,,0,,,,0,
211,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Turicella,Turicella otitidis,1,,1,,1,,,,0,,,,,,0,,,,2,,0,
212,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Phikmvlikevirus,Pseudomonas phage MPK7,,,,,,,,,0,,0,,,,0,,0,,,,0,
213,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato yellow leaf distortion virus,,,,,,,,,,,,,,,,,,,,,,
214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,Sagittula stellata,0,,0,,0,,,,1,,,,,,1,,0,,1,,1,
215,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium maritypicum,1,,,,,,18.0,,1,,,,,,0,,,,,,0,
216,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Flavivirus,Ilheus virus,,,0,,,,,,0,,,,,,1,,,,,,0,
217,Viruses,Viruses noname,Viruses noname,Picornavirales,Iflaviridae,Iflavirus,Perina nuda virus,,,0,,,,25.0,,,,,,,,1,,,,,,0,
218,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus champanellensis,1,,1,,,,39.0,,0,,,,6.8,,0,,0,,,,0,
219,Viruses,Viruses noname,Viruses noname,Viruses noname,Astroviridae,Avastrovirus,Avastrovirus 3,,,1,,0,,,,,,,,,,,,,,,,,
220,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,0,,,,,,,,1,,,,,,,,,,,,,
221,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Denitrovibrio acetiphilus,0,,0,,0,,36.0,,1,,,,7.55,,0,,0,,,,0,
222,Viruses,Viruses noname,Viruses noname,Viruses noname,Reoviridae,Reoviridae noname,Spissistilus festinus reovirus,,,,,,,,,,,,,,,1,,,,,,0,
223,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp ANA 3,,,,,,,,,,,,,,,,,,,,,,
224,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas amygdali,0,,0,,,,,,,,,,,,0,,,,,,1,
225,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp e14,1,,0,,,,32.5,,0,,,,,,,,1,,,,0,
226,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,Desulfotignum phosphitoxidans,0,,,,,,30.0,,,,,,7.2,,,,0,,1,,,
227,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,0,,0,,,,20.0,,0,,1,,,,0,,0,,2,,0,
228,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Umbravirus,Carrot mottle virus,,,0,,,,20.0,,0,,,,,,0,,,,,,1,
229,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Lockley,,,0,,,,,,0,,,,,,0,,,,,,0,
230,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides sp CF8,1,,0,,,,36.0,,0,,,,,,0,,,,1,,0,
231,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Bymovirus,Barley mild mosaic virus,,,,,0,,,,0,,0,,,,,,0,,,,1,
232,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,Proteus penneri,0,,1,,1,,37.0,,,,1,,9.0,,0,,1,,2,,0,
233,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp B14905,,,,,,,,,,,,,,,,,,,,,,
234,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactobacillus phage Lrm1,,,,,,,,,0,,0,,,,0,,0,,,,0,
235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia pyrifoliae,0,,0,,0,,28.5,,0,,,,,,1,,0,,1,,1,
236,Viruses,Viruses noname,Viruses noname,Tymovirales,Alphaflexiviridae,Allexivirus,Garlic virus A,,,0,,,,,,0,,,,,,0,,,,,,1,
237,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Brucella phage Tb,,,,,,,,,0,,0,,,,0,,0,,,,0,
238,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0,,1,,,,37.0,,0,,,,,,,,,,,,,
239,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium sp 409 HC1,1,,1,,1,,37.0,,0,,1,,,,0,,0,,2,,0,
240,Viruses,Viruses noname,Viruses noname,Viruses noname,Polyomaviridae,Polyomavirus,Bovine polyomavirus,,,0,,0,,,,0,,,,8.0,,1,,,,,,0,
241,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Staphylococcus phage StB20,,,1,,,,,,0,,,,,,0,,,,,,0,
242,Viruses,Viruses noname,Viruses noname,Tymovirales,Betaflexiviridae,Betaflexiviridae noname,Hardenbergia virus A,,,,,,,,,,,,,,,,,,,,,,
243,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum,0,,0,,,,,,1,,1,,,,0,,1,,1,,0,
244,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Vibrio phage VHML,,,,,,,,,0,,0,,,,0,,0,,,,0,
245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia sp 1NLS2,0,,0,,,,,,0,,,,,,1,,,,2,,0,
246,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta coccoides,0,,0,,,,30.0,,0,,,,,,0,,,,,,0,
247,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,Nitritalea halalkaliphila,0,,0,,0,,37.0,,1,,,,9.75,,0,,,,,,0,
248,Viruses,Viruses noname,Viruses noname,Herpesvirales,Herpesviridae,Varicellovirus,Equid herpesvirus 1,,,0,,,,,,0,,,,,,1,,,,,,0,
249,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Vibrio phage PWH3a P1,,,0,,,,,,0,,,,,,,,,,,,,
250,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp SG 1,,,,,,,,,,,,,,,,,,,,,,
251,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sediminis,0,,,,0,,,,1,,,,,,1,,0,,2,,0,
252,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Salinispora,Salinispora arenicola,1,,0,,,,24.0,,0,,,,9.5,,0,,1,,1,,0,
253,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio shilonii,0,,,,,,,,0,,,,,,1,,,,,,,
254,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans,0,,0,,,,,,,,,,,,0,,,,,,0,
255,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia ruckeri,,,0,,,,26.0,,0,,0,,,,,,0,,,,0,
256,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Aggregatibacter phage S1249,,,,,,,,,0,,0,,,,0,,0,,,,0,
257,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,1,,,,,,,,0,,,,,,,,0,,,,,
258,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigoris,0,,0,,,,,,1,,,,,,,,,,,,,
259,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira sp PHS 1,0,,,,,,,,,,,,,,,,,,,,,
260,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum barnesii,0,,0,,1,,33.0,,1,,,,7.5,,0,,0,,,,0,
261,Viruses,Viruses noname,Viruses noname,Viruses noname,Luteoviridae,Luteovirus,Barley yellow dwarf virus PAV,,,,,,,,,0,,,,,,,,,,,,1,
262,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp ALJ5,0,,,,,,,,1,,,,,,,,,,,,,
263,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Carmovirus,Cowpea mottle virus,,,0,,,,,,0,,,,,,0,,,,,,1,
264,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Tunalikevirus,Enterobacteria phage TLS,,,1,,,,,,0,,,,,,0,,,,,,0,
265,Viruses,Viruses noname,Viruses noname,Viruses noname,Hepadnaviridae,Hepadnaviridae noname,Bat hepatitis virus,,,0,,,,,,0,,,,,,1,,,,,,0,
266,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,Haloarcula sinaiiensis,,,0,,,,42.5,,1,,,,,,0,,,,,,0,
267,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,0,,1,,,,,,0,,,,,,,,,,2,,,
268,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Prochlorococcus phage MED4 184,,,,,,,,,0,,0,,,,0,,0,,,,0,
269,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Abutilon Brazil virus,,,0,,,,,,0,,,,,,0,,,,,,1,
270,Viruses,Viruses noname,Viruses noname,Viruses noname,Parvoviridae,Dependovirus,Adeno associated virus 1,,,,,0,,,,0,,0,,,,1,,0,,,,,
271,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato mosaic Havana virus,,,,,,,,,,,,,,,,,,,,,,
272,Viruses,Viruses noname,Viruses noname,Viruses noname,Virgaviridae,Tobravirus,Tobacco rattle virus,,,0,,,,,,,,,,,,0,,,,,,1,
273,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,1,,0,,,,,,0,,,,6.6,,0,,0,,1,,0,
274,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,T7likevirus,Salmonella phage phiSG JL2,,,,,,,,,0,,0,,,,0,,0,,,,0,
275,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes,1,,1,,1,,37.0,,0,,1,,,,,,0,,2,,0,
276,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp NIPH 809,0,,,,,,,,0,,,,,,,,,,,,,
277,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae noname,Lachnospiraceae bacterium 9 1 43BFAA,1,,1,,1,,37.0,,0,,1,,7.0,,0,,,,,,0,
278,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Brochothrix phage NF5,,,,,,,,,0,,0,,,,0,,0,,,,0,
279,Bacteria,Cyanobacteria,Cyanobacteria noname,Nostocales,Microchaetaceae,Microchaete,Microchaete sp PCC 7126,0,,0,,0,,,,,,,,,,0,,,,,,0,
280,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus thiooxidans,0,,,,,,26.0,,1,,1,,,,,,,,1,,,
281,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas elongata,0,,0,,,,,,1,,,,,,0,,,,1,,0,
282,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Solenopsis invicta virus 2,,,,,,,,,,,,,,,1,,,,,,,
283,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus,0,,1,,,,,,,,,,,,,,,,2,,,
284,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora cyanea,1,,0,,,,32.5,,0,,,,,,0,,1,,1,,0,
285,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Cjw1,,,0,,,,,,0,,,,,,0,,,,,,0,
286,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Macroptilium yellow mosaic Florida virus,,,,,,,,,,,,,,,,,,,,,1,
287,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus limnophila,0,,0,,,,,,0,,0,,,,0,,0,,1,,0,
288,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,1,,0,,,,37.0,,0,,1,,,,1,,,,2,,,
289,Viruses,Viruses noname,Viruses noname,Picornavirales,Secoviridae,Fabavirus,Broad bean wilt virus 1,,,0,,,,,,0,,,,,,0,,,,,,1,
290,Viruses,Viruses noname,Viruses noname,Mononegavirales,Rhabdoviridae,Cytorhabdovirus,Lettuce necrotic yellows virus,,,0,,0,,,,0,,0,,,,0,,0,,,,1,
291,Viruses,Viruses noname,Viruses noname,Viruses noname,Bunyaviridae,Nairovirus,Dugbe virus,,,0,,,,,,0,,,,9.0,,1,,,,,,0,
292,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp F0441,1,,,,,,,,0,,,,,,,,0,,,,,
293,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp oral taxon 412,0,,1,,,,36.0,,1,,,,,,,,0,,,,0,
294,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp WC 743,0,,0,,,,,,0,,,,,,,,0,,,,,
295,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Actinopolymorpha,Actinopolymorpha alba,1,,0,,,,,,0,,,,6.5,,0,,0,,1,,0,
296,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium baderi,0,,0,,1,,,,0,,0,,7.0,,0,,0,,1,,0,
297,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas molluscorum,0,,,,1,,28.0,,0,,,,7.25,,1,,0,,,,,
298,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora setae,1,,0,,,,,,0,,,,,,0,,1,,1,,0,
299,Eukaryota,Eukaryota noname,Eukaryota noname,Dictyosteliida,Dictyosteliida noname,Dictyostelium,Dictyostelium purpureum,,,0,,,,,,0,,,,,,0,,1,,,,,
300,Viruses,Viruses noname,Viruses noname,Nidovirales,Coronaviridae,Deltacoronavirus,White eye coronavirus HKU16,,,0,,,,,,,,,,,,1,,,,,,0,
301,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Flavivirus,Murray Valley encephalitis virus,,,0,,,,,,,,,,,,1,,,,,,0,
302,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp ALE27,0,,,,,,,,0,,,,,,,,,,,,,
303,Viruses,Viruses noname,Viruses noname,Tymovirales,Tymoviridae,Maculavirus,Bombyx mori Macula like virus,,,,,,,,,,,,,,,,,,,,,,
304,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Bacillus phage BCP78,,,,,,,,,0,,0,,,,0,,0,,,,0,
305,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas balearica,0,,,,,,42.0,,0,,,,7.5,,,,0,,1,,,
306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum photometricum,,,0,,,,26.0,,0,,0,,,,0,,0,,,,0,
307,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Burkholderia phage Bcep22,,,,,,,,,0,,0,,,,0,,0,,,,0,
308,Viruses,Viruses noname,Viruses noname,Viruses noname,Virgaviridae,Tobamovirus,Ribgrass mosaic virus,,,,,,,37.0,,,,,,,,,,,,,,1,
