Code,Strain/species name,Aero.,Troph.,Smp.,Tmin,Topt,Tmax,Lit.
1611,Terriglobus albidus,A,H,1,33.0,33.0,33.0,772
1612,Marinilactibacillus piezotolerans,FA,H,1,38.5,38.5,38.5,773
1613,Halobacillus mangrovi,A,H,1,34.0,34.0,34.0,774
1614,Flavobacterium antarcticum,A,H,8,5.0,21.9,24.1,775
1615,Amphibacillus cookii,FA,H,1,37.0,37.0,37.0,776
1616,Desulfovibrio dechloracetivorans,AN,H,2,25.0,30.0,30.0,777
1617,Desulfomicrobium orale,AN,H,1,37.0,37.0,37.0,778
1618,Desulfovibrio sp.,AN,H,1,37.0,37.0,37.0,778
1619,Desulfobacter curvatus,AN,H,1,30.0,30.0,30.0,779
1620,Desulfobacter hydrogenophilus,AN,H,1,30.5,30.5,30.5,779
1621,Desulfobacter latus,AN,H,1,30.5,30.5,30.5,779
1622,Halomonas sinaiensis,FA,H,1,35.0,35.0,35.0,780
1623,Desulfovibrio inopinatus,AN,H,1,30.0,30.0,30.0,781
1624,Anaerobacillus alkalilacustre,AN,H,1,32.5,32.5,32.5,782
1625,Desulfurella karnchatkensis,AN,H,1,54.0,54.0,54.0,783
1626,Desulfurella propionica,AN,H,1,55.0,55.0,55.0,783
1627,Desulfovibrio intestinalis,AN,H,1,37.0,37.0,37.0,784
