GOLD_ID,NCBI_TAXONOMY_ID,DOMAIN,ORGANISM_NAME,SPECIES,METABOLISM
Go0000965,322710,BACTERIAL,"Azotobacter vinelandii DJ, ATCC BAA-1303",Azotobacter vinelandii,Nitrogen fixation
Go0000965,322710,BACTERIAL,"Azotobacter vinelandii DJ, ATCC BAA-1303",Azotobacter vinelandii,Stores polyhydroxybutyrate
Go0000975,358681,BACTERIAL,Brevibacillus brevis NBRC 100599,Brevibacillus brevis,Gramicidin producer
Go0000975,358681,BACTERIAL,Brevibacillus brevis NBRC 100599,Brevibacillus brevis,Tyrosidine producer
Go0001008,491073,BACTERIAL,Burkholderia silvatlantica PVA5,Burkholderia silvatlantica,Nitrogen fixation
Go0001016,439292,BACTERIAL,Bacillus selenitireducens MLS10,Bacillus selenitireducens,Respiratory arsenate reductase
Go0001046,340100,BACTERIAL,Bordetella petrii DSM 12804,Bordetella petrii,Selenate reducer
Go0001050,375,BACTERIAL,Bradyrhizobium japonicum,Bradyrhizobium japonicum,Nitrogen fixation
Go0001050,375,BACTERIAL,Bradyrhizobium japonicum,Bradyrhizobium japonicum,Stores polyhydroxybutyrate
Go0001099,360110,BACTERIAL,Campylobacter jejuni jejuni 84-25,Campylobacter jejuni,Auxotroph
Go0001110,634452,BACTERIAL,Acetobacter pasteurianus IFO 3283-01,Acetobacter pasteurianus,Acid-producing
Go0001110,634452,BACTERIAL,Acetobacter pasteurianus IFO 3283-01,Acetobacter pasteurianus,Nitrogen fixation
Go0001119,698758,BACTERIAL,Amphibacillus xylanus NBRC 15112,Amphibacillus xylanus,Xylan degrader
Go0001122,39152,ARCHAEAL,Methanococcus maripaludis KA1,Methanococcus maripaludis,Hydrogenotrophic
Go0001122,39152,ARCHAEAL,Methanococcus maripaludis KA1,Methanococcus maripaludis,Methanogen
Go0001122,39152,ARCHAEAL,Methanococcus maripaludis KA1,Methanococcus maripaludis,Nitrogen fixation
Go0001125,366602,BACTERIAL,Caulobacter sp. K31,Caulobacter sp. K31,Chlorophenol degrading
Go0001127,162154,BACTERIAL,Candidatus Arcobacter sulfidicus,Candidatus Arcobacter sulfidicus,Sulfur oxidizer
Go0001145,34067,BACTERIAL,Cycloclasticus sp. TU126,Cycloclasticus sp. TU126,PAH-degrading
Go0001147,455632,BACTERIAL,Streptomyces griseus griseus NBRC 13350,Streptomyces griseus,Streptomycin producer
Go0001167,526218,BACTERIAL,Sebaldella termitidis ATCC 33386,Sebaldella termitidis,Uricolytic
Go0001172,525897,BACTERIAL,Desulfomicrobium baculatum DSM 4028,Desulfomicrobium baculatum,Sulfate reducer
Go0001177,572480,BACTERIAL,Arcobacter nitrofigilis DSM 7299,Arcobacter nitrofigilis,Nitrogen fixation
Go0001178,550540,BACTERIAL,"Ferrimonas balearica PAT, DSM 9799",Ferrimonas balearica,Iron reducer
Go0001189,522772,BACTERIAL,"Denitrovibrio acetiphilus N2460, DSM 12809",Denitrovibrio acetiphilus,Nitrate reducer
Go0001191,525909,BACTERIAL,"Acidimicrobium ferrooxidans ICP, DSM 10331",Acidimicrobium ferrooxidans,Iron oxidizer
Go0001214,471852,BACTERIAL,Thermomonospora curvata DSM 43183,Thermomonospora curvata,Cellulose degrader
Go0001221,485918,BACTERIAL,"Chitinophaga pinensis UQM 2034, DSM 2588",Chitinophaga pinensis,Biomass degrader
Go0001221,485918,BACTERIAL,"Chitinophaga pinensis UQM 2034, DSM 2588",Chitinophaga pinensis,Chitin degradation
Go0001223,485915,BACTERIAL,"Desulfohalobium retbaense HR100, DSM 5692",Desulfohalobium retbaense,Sulfate reducer
Go0001229,521096,BACTERIAL,"Tsukamurella paurometabola 33, DSM 20162",Tsukamurella paurometabola,Hydrogen sulfide producer
Go0001238,395493,BACTERIAL,Beggiatoa alba B18LD,Beggiatoa alba,Sulfur oxidizer
Go0001239,422289,BACTERIAL,Beggiatoa sp. PS,Beggiatoa sp. PS,Sulfur oxidizer
Go0001240,422288,BACTERIAL,Beggiatoa sp. SS,Beggiatoa sp. SS,Sulfur oxidizer
Go0001241,395963,BACTERIAL,Beijerinckia indica indica ATCC 9039,Beijerinckia indica,Nitrogen fixation
Go0001243,634458,BACTERIAL,Acetobacter pasteurianus IFO 3283-01-42C,Acetobacter pasteurianus,Acid-producing
Go0001243,634458,BACTERIAL,Acetobacter pasteurianus IFO 3283-01-42C,Acetobacter pasteurianus,Nitrogen fixation
Go0001248,391612,BACTERIAL,Crocosphaera chwakensis CCY 0110,Crocosphaera chwakensis,Nitrogen fixation
Go0001249,43989,BACTERIAL,Crocosphaera subtropica BH68,Crocosphaera subtropica,Nitrogen fixation
Go0001250,65393,BACTERIAL,Gloeothece citriformis PCC 7424,Gloeothece citriformis,Nitrogen fixation
Go0001251,395961,BACTERIAL,Cyanothece sp. PCC 7425,Cyanothece sp. PCC 7425,Nitrogen fixation
Go0001253,497965,BACTERIAL,Gloeothece verrucosa PCC 7822,Gloeothece verrucosa,Nitrogen fixation
Go0001254,41431,BACTERIAL,Rippkaea orientalis PCC 8801,Rippkaea orientalis,Nitrogen fixation
Go0001255,860575,BACTERIAL,Crocosphaera subtropica BH63E,Crocosphaera subtropica,Nitrogen fixation
Go0001256,391609,BACTERIAL,Dehalobium chlorocoercia DF-1,Dehalobium chlorocoercia,PCB degrading
Go0001263,443152,BACTERIAL,Marinobacter algicola DG893,Marinobacter algicola,Hydrocarbon degrading
Go0001265,756067,BACTERIAL,Microcoleus vaginatus FGP-2,Microcoleus vaginatus,Nitrogen fixation
Go0001266,278137,BACTERIAL,Mycolicibacterium gilvum Spyr1,Mycolicibacterium gilvum,PAH-degrading
Go0001281,391596,BACTERIAL,Pedobacter sp. BAL39,Pedobacter sp. BAL39,Nitrogen fixation
Go0001300,391601,BACTERIAL,Stenotrophomonas sp. SKA14,Stenotrophomonas sp. SKA14,Nitrogen fixation
Go0001301,91464,BACTERIAL,Synechococcus sp. PCC 7335,Synechococcus sp. PCC 7335,Nitrogen fixation
Go0001325,331678,BACTERIAL,Chlorobium phaeobacteroides BS1,Chlorobium phaeobacteroides,Nitrogen fixation
Go0001326,324602,BACTERIAL,Chloroflexus aurantiacus J-10-fl,Chloroflexus aurantiacus,Carbon dioxide fixation
Go0001331,118005,BACTERIAL,Chrysiogenes arsenatis DSM 11915,Chrysiogenes arsenatis,Arsenate-respiring
Go0001349,748727,BACTERIAL,Clostridium ljungdahlii PETC,Clostridium ljungdahlii,Acetogen
Go0001349,748727,BACTERIAL,Clostridium ljungdahlii PETC,Clostridium ljungdahlii,Ethanol production
Go0001350,86416,BACTERIAL,Clostridium pasteurianum BC1,Clostridium pasteurianum,Nitrogen fixation
Go0001352,309798,BACTERIAL,Coprothermobacter proteolyticus DSM 5265,Coprothermobacter proteolyticus,Acetogen
Go0001367,165597,BACTERIAL,Crocosphaera watsonii WH 8501,Crocosphaera watsonii,Nitrogen fixation
Go0001369,344748,BACTERIAL,Crocosphaera watsonii WH0002,Crocosphaera watsonii,Nitrogen fixation
Go0001370,311424,BACTERIAL,Dehalococcoides mccartyi VS,Dehalococcoides mccartyi,Dechlorinates Tetrachloroethene
Go0001374,272564,BACTERIAL,Desulfitobacterium hafniense DCB-2,Desulfitobacterium hafniense,Degrades pollutants
Go0001375,177437,BACTERIAL,"Desulfobacterium autotrophicum HRM2, DSM 3382",Desulfobacterium autotrophicum,Sulfate reducer
Go0001378,573370,BACTERIAL,Desulfovibrio magneticus RS-1,Desulfovibrio magneticus,Magnetite production
Go0001378,573370,BACTERIAL,Desulfovibrio magneticus RS-1,Desulfovibrio magneticus,Sulfate reducer
Go0001379,281689,BACTERIAL,Desulfuromonas acetoxidans DSM 684,Desulfuromonas acetoxidans,Syntrophic
Go0001477,370405,BACTERIAL,Gallionella ferruginea capsiferriformans TW-2,Gallionella ferruginea,Iron oxidizer
Go0001479,395494,BACTERIAL,Gallionella capsiferriformans ES-2,Gallionella capsiferriformans,Iron oxidizer
Go0001484,139438,BACTERIAL,Geovibrio thiophilus AAFu3T,Geovibrio thiophilus,Sulfur reducer
Go0001486,316067,BACTERIAL,Geobacter daltonii FRC-32,Geobacter daltonii,Iron reducer
Go0001486,316067,BACTERIAL,Geobacter daltonii FRC-32,Geobacter daltonii,Uranium reducer
Go0001487,404380,BACTERIAL,"Geobacter bemidjiensis Bem, DSM 16622",Geobacter bemidjiensis,Iron reducer
Go0001491,272568,BACTERIAL,Gluconacetobacter diazotrophicus PA1 5,Gluconacetobacter diazotrophicus,Nitrogen fixation
Go0001525,964,BACTERIAL,Herbaspirillum seropedicae Z67,Herbaspirillum seropedicae,Nitrogen fixation
Go0001527,290337,BACTERIAL,Klebsiella oxytoca M5al VJSK009,Klebsiella oxytoca,Dinitrogen-fixing
Go0001527,290337,BACTERIAL,Klebsiella oxytoca M5al VJSK009,Klebsiella oxytoca,Prototrophic
Go0001528,244366,BACTERIAL,Klebsiella variicola 342,Klebsiella variicola,Nitrogen fixation
Go0001546,395495,BACTERIAL,Leptothrix cholodnii SP-6,Leptothrix cholodnii,Iron oxidizer
Go0001578,1641,BACTERIAL,Listeria grayi murrayi CLIP12515,Listeria grayi,Nitrate reducer
Go0001580,272627,BACTERIAL,Magnetospirillum magnetotacticum MS-1,Magnetospirillum magnetotacticum,Iron reducer
Go0001580,272627,BACTERIAL,Magnetospirillum magnetotacticum MS-1,Magnetospirillum magnetotacticum,Magnetite production
Go0001581,431944,BACTERIAL,Magnetospirillum gryphiswaldense MSR-1,Magnetospirillum gryphiswaldense,Iron reducer
Go0001581,431944,BACTERIAL,Magnetospirillum gryphiswaldense MSR-1,Magnetospirillum gryphiswaldense,Magnetite production
Go0001586,1163748,BACTERIAL,Marinobacter hydrocarbonoclasticus ATCC 49840,Marinobacter hydrocarbonoclasticus,Hydrocarbon degrading
Go0001586,1163748,BACTERIAL,Marinobacter hydrocarbonoclasticus ATCC 49840,Marinobacter hydrocarbonoclasticus,Iron oxidizer
Go0001586,1163748,BACTERIAL,Marinobacter hydrocarbonoclasticus ATCC 49840,Marinobacter hydrocarbonoclasticus,Oil degrading
Go0001587,314342,BACTERIAL,Marinobacter sp. FO2,Marinobacter sp. F02,Iron oxidizer
Go0001595,267872,BACTERIAL,Microcystis aeruginosa PCC 7806,Microcystis aeruginosa,Hepatotoxins synthesis
Go0001676,598659,BACTERIAL,Nautilia profundicola Am-H,Nautilia profundicola,Hydrogen oxidizer
Go0001676,598659,BACTERIAL,Nautilia profundicola Am-H,Nautilia profundicola,Sulfur reducer
Go0001684,314253,BACTERIAL,Nitrobacter sp. Nb-311A,Nitrobacter sp. Nb-311A,Nitrite-oxidizer
Go0001685,314278,BACTERIAL,Nitrococcus mobilis Nb-231,Nitrococcus mobilis,Nitrite-oxidizer
Go0001686,473788,BACTERIAL,Nitrosococcus oceani AFC27,Nitrosococcus oceani,Ammonia-oxidizer
Go0001687,1227,BACTERIAL,Nitrosococcus sp.,Nitrosococcus sp,Ammonia-oxidizer
Go0001687,1227,BACTERIAL,Nitrosococcus sp.,Nitrosococcus sp,Nitrifying
Go0001688,42353,BACTERIAL,Nitrosomonas sp.,Nitrosomonas sp,Ammonia-oxidizer
Go0001688,42353,BACTERIAL,Nitrosomonas sp.,Nitrosomonas sp,Nitrifying
Go0001689,314272,BACTERIAL,Nitrosomonas sp 17,Nitrosomonas sp,Ammonia-oxidizer
Go0001689,314272,BACTERIAL,Nitrosomonas sp 17,Nitrosomonas sp,Nitrifying
Go0001690,314229,BACTERIAL,Nitrospira marina Nb-295,Nitrospira marina,Nitrite-oxidizer
Go0001691,330214,BACTERIAL,Nitrospira defluvii,Nitrospira defluvii,Nitrite-oxidizer
Go0001692,314274,BACTERIAL,Nitrospina gracilis Nb-211,Nitrospina gracilis,Nitrite-oxidizer
Go0001693,313624,BACTERIAL,Nodularia spumigena CCY9414,Nodularia spumigena,Nitrogen fixation
Go0001694,63737,BACTERIAL,Nostoc punctiforme PCC 73102,Nostoc punctiforme,Carbon dioxide fixation
Go0001694,63737,BACTERIAL,Nostoc punctiforme PCC 73102,Nostoc punctiforme,Nitrogen fixation
Go0001760,439495,BACTERIAL,Pseudovibrio sp. JE062,Pseudovibrio sp. JE062,Denitrifying
Go0001774,123214,BACTERIAL,Persephonella marina EX-H1,Persephonella marina,Hydrogen oxidizer
Go0001774,123214,BACTERIAL,Persephonella marina EX-H1,Persephonella marina,Nitrate reducer
Go0001784,910450,BACTERIAL,Prochloron didemni P1-Palau,Prochloron didemni,Patellamides producer
Go0001790,290512,BACTERIAL,"Prosthecochloris aestuarii SK413, DSM 271",Prosthecochloris aestuarii,Nitrogen fixation
Go0001806,977880,BACTERIAL,Cupriavidus taiwanensis LMG 19424,Cupriavidus taiwanensis,Nitrogen fixation
Go0001809,395491,BACTERIAL,Rhizobium leguminosarum bv. trifolii WSM1325,Rhizobium leguminosarum,Nitrogen fixation
Go0001811,395492,BACTERIAL,Rhizobium leguminosarum bv. trifolii WSM2304,Rhizobium leguminosarum,Nitrogen fixation
Go0001812,363754,BACTERIAL,Rhizobium freirei PRF 81,Rhizobium freirei,Nitrogen fixation
Go0001813,476282,BACTERIAL,Bradyrhizobium japonicum SEMIA 5079,Bradyrhizobium japonicum,Nitrogen fixation
Go0001814,468557,BACTERIAL,Pseudomonas pseudoalcaligenes MTCC 5210,Pseudomonas pseudoalcaligenes,Cyanotroph
Go0001815,380,BACTERIAL,Sinorhizobium fredii NGR234,Sinorhizobium fredii,Nitrogen fixation
Go0001815,380,BACTERIAL,Sinorhizobium fredii NGR234,Sinorhizobium fredii,Stores polyhydroxybutyrate
Go0001817,234621,BACTERIAL,Rhodococcus erythropolis PR4,Rhodococcus erythropolis,Magnetite production
Go0001817,234621,BACTERIAL,Rhodococcus erythropolis PR4,Rhodococcus erythropolis,Sulfate reducer
Go0001823,395960,BACTERIAL,Rhodopseudomonas palustris TIE-1,Rhodopseudomonas palustris,Iron oxidizer
Go0001824,371731,BACTERIAL,Rhodobacter sp. SW2,Rhodobacter sp. SW2,Iron oxidizer
Go0001835,412593,BACTERIAL,Thermosulfidibacter takaii ABI70S6,Thermosulfidibacter takaii,Sulfur reducer
Go0001838,246199,BACTERIAL,Ruminococcus albus 8,Ruminococcus albus,Cellulose degrader
Go0001839,641112,BACTERIAL,Ruminococcus flavefaciens FD-1,Ruminococcus flavefaciens,Cellulose degrader
Go0001844,761659,BACTERIAL,Salinibacter ruber M8,Salinibacter ruber,Polymer degrader
Go0001891,59374,BACTERIAL,Fibrobacter succinogenes S85,Fibrobacter succinogenes,Cellulose degrader
Go0001895,525146,BACTERIAL,Desulfovibrio desulfuricans desulfuricans ATCC 27774,Desulfovibrio desulfuricans,Sulfate reducer
Go0001896,883,BACTERIAL,Desulfovibrio vulgaris Miyazaki F,Desulfovibrio vulgaris,Sulfate reducer
Go0001897,675635,BACTERIAL,Pseudonocardia dioxanivorans CB1190,Pseudonocardia dioxanivorans,Grows on ethers
Go0001897,675635,BACTERIAL,Pseudonocardia dioxanivorans CB1190,Pseudonocardia dioxanivorans,Nitrogen fixation
Go0001902,647113,ARCHAEAL,Methanothermococcus okinawensis IH1,Methanothermococcus okinawensis,Methanogen
Go0001903,880724,ARCHAEAL,"Methanotorris igneus Kol5, DSM 5666",Methanotorris igneus,Methanogen
Go0001904,647171,ARCHAEAL,Methanotorris formicicus Mc-S-70,Methanotorris formicicus,Methanogen
Go0001905,573064,ARCHAEAL,Methanocaldococcus fervens AG86,Methanocaldococcus fervens,Methanogen
Go0001906,573063,ARCHAEAL,Methanocaldococcus infernus ME,Methanocaldococcus infernus,Methanogen
Go0001908,644281,ARCHAEAL,Methanocaldococcus sp. FS406-22,Methanocaldococcus sp. FS406-22,Methanogen
Go0001908,644281,ARCHAEAL,Methanocaldococcus sp. FS406-22,Methanocaldococcus sp. FS406-22,Nitrogen fixation
Go0001914,648757,BACTERIAL,Rhodomicrobium vannielii ATCC 17100,Rhodomicrobium vannielii,Nitrogen fixation
Go0001915,535289,BACTERIAL,Acidovorax ebreus TPSY,Acidovorax ebreus,Iron oxidizer
Go0001915,535289,BACTERIAL,Acidovorax ebreus TPSY,Acidovorax ebreus,Uranium oxidizer
Go0001916,568394,BACTERIAL,Ferrutens nitratireducens,Ferrutens nitratireducens,Iron oxidizer
Go0001922,446462,BACTERIAL,Actinosynnema mirum DSM 43827,Actinosynnema mirum,Nocardicin A producer
Go0001925,446465,BACTERIAL,"Brachybacterium faecium 6-10, DSM 4810",Brachybacterium faecium,Sugars fermentor
Go0001927,446471,BACTERIAL,"Xylanimonas cellulosilytica XIL07, DSM 15894",Xylanimonas cellulosilytica,Cellulose degrader
Go0001927,446471,BACTERIAL,"Xylanimonas cellulosilytica XIL07, DSM 15894",Xylanimonas cellulosilytica,Xylan degrader
Go0001929,469381,BACTERIAL,"Dethiosulfovibrio peptidovorans SEBR 4207, DSM 11002",Dethiosulfovibrio peptidovorans,Thiosulfate reducer
Go0001951,316276,BACTERIAL,Thermochromatium tepidum MC ATCC 43061,Thermochromatium tepidum,Nitrogen fixation
Go0001960,365528,BACTERIAL,Frankia discariae BCU110501,Frankia discariae,Nitrogen fixation
Go0001961,222534,BACTERIAL,Frankia elaeagni BMG5.12,Frankia elaeagni,Nitrogen fixation
Go0001963,644283,BACTERIAL,Micromonospora aurantiaca ATCC 27029,Micromonospora aurantiaca,Polyisoprene rubber degrader
Go0001964,627343,BACTERIAL,Zymomonas mobilis mobilis CP4,Zymomonas mobilis,Ethanol production
Go0001965,555217,BACTERIAL,"Zymomonas mobilis mobilis T.H.Delft 1, ATCC 10988",Zymomonas mobilis,Ethanol production
Go0001966,627344,BACTERIAL,Zymomonas mobilis mobilis ATCC 29191,Zymomonas mobilis,Ethanol production
Go0001967,579138,BACTERIAL,"Zymomonas mobilis pomaceae Barker 1, ATCC 29192",Zymomonas mobilis,Ethanol production
Go0001968,622759,BACTERIAL,Zymomonas mobilis mobilis NCIB 11163,Zymomonas mobilis,Ethanol production
Go0001969,686340,BACTERIAL,Methylomicrobium album BG8,Methylomicrobium album,Hydrocarbon degrading
Go0001969,686340,BACTERIAL,Methylomicrobium album BG8,Methylomicrobium album,Methane oxidation
Go0001970,595536,BACTERIAL,Methylosinus trichosporium OB3b,Methylosinus trichosporium,Methane oxidation
Go0001970,595536,BACTERIAL,Methylosinus trichosporium OB3b,Methylosinus trichosporium,Pollutant degrader
Go0001970,595536,BACTERIAL,Methylosinus trichosporium OB3b,Methylosinus trichosporium,TCE degrader
Go0001971,572477,BACTERIAL,Allochromatium vinosum DSM 180,Allochromatium vinosum,Sulfur oxidizer
Go0001972,555778,BACTERIAL,"Halothiobacillus neapolitanus c2, ATCC 23641",Halothiobacillus neapolitanus,Carbon fixation
Go0001972,555778,BACTERIAL,"Halothiobacillus neapolitanus c2, ATCC 23641",Halothiobacillus neapolitanus,Sulfur oxidizer
Go0001973,75379,BACTERIAL,Thiomonas intermedia K12,Thiomonas intermedia,Sulfur oxidizer
Go0001983,292,BACTERIAL,Burkholderia cepacia,Burkholderia cepacia,Nitrogen fixation
Go0001983,292,BACTERIAL,Burkholderia cepacia,Burkholderia cepacia,Pollutant degrader
Go0002010,399804,BACTERIAL,Shewanella putrefaciens 200,Shewanella putrefaciens,Iron reducer
Go0002071,246202,BACTERIAL,Streptococcus sobrinus 6715,Streptococcus sobrinus,Acid-producing
Go0002082,316284,BACTERIAL,Streptomyces noursei ATCC 11455,Streptomyces noursei,Nystatin producer
Go0002087,204536,BACTERIAL,Sulfurihydrogenibium azorense Az-Fu1,Sulfurihydrogenibium azorense,Sulfur oxidizer
Go0002088,436114,BACTERIAL,Sulfurihydrogenibium sp. YO3AOP1,Sulfurihydrogenibium sp. YO3AOP1,Sulfur oxidizer
Go0002100,377629,BACTERIAL,Teredinibacter turnerae T7901,Teredinibacter turnerae,Cellulose degrader
Go0002100,377629,BACTERIAL,Teredinibacter turnerae T7901,Teredinibacter turnerae,Dinitrogen-fixing
Go0002102,340099,BACTERIAL,"Thermoanaerobacter pseudethanolicus 39E, ATCC 33223",Thermoanaerobacter pseudethanolicus,Ethanol production
Go0002102,340099,BACTERIAL,"Thermoanaerobacter pseudethanolicus 39E, ATCC 33223",Thermoanaerobacter pseudethanolicus,Iron reducer
Go0002102,340099,BACTERIAL,"Thermoanaerobacter pseudethanolicus 39E, ATCC 33223",Thermoanaerobacter pseudethanolicus,Sugars fermentor
Go0002106,289376,BACTERIAL,Thermodesulfovibrio yellowstonii DSM 11347,Thermodesulfovibrio yellowstonii,Sulfate reducer
Go0002107,416555,BACTERIAL,Thermolithobacter ferrireducens JW/KA-2,Thermolithobacter ferrireducens,Iron reducer
Go0002110,309803,BACTERIAL,Thermotoga neapolitana DSM 4359,Thermotoga neapolitana,Sulfur reducer
Go0002121,396588,BACTERIAL,Thioalkalivibrio sulfidophilus HL-EbGR7,Thioalkalivibrio sulfidophilus,Sulfur oxidizer
Go0002122,396595,BACTERIAL,Thioalkalivibrio sp. K90mix,Thioalkalivibrio sp. K90mix,Sulfur oxidizer
Go0002124,717227,BACTERIAL,Treponema primitia ZAS-1,Treponema primitia,Acetogen
Go0002124,717227,BACTERIAL,Treponema primitia ZAS-1,Treponema primitia,Dinitrogen-fixing
Go0002124,717227,BACTERIAL,Treponema primitia ZAS-1,Treponema primitia,Hydrogen metabolizer
Go0002125,545695,BACTERIAL,Treponema azotonutricium ZAS-9,Treponema azotonutricium,Acetogen
Go0002125,545695,BACTERIAL,Treponema azotonutricium ZAS-9,Treponema azotonutricium,Dinitrogen-fixing
Go0002125,545695,BACTERIAL,Treponema azotonutricium ZAS-9,Treponema azotonutricium,Hydrogen metabolizer
Go0002135,314345,BACTERIAL,Mariprofundus ferrooxydans PV-1,Mariprofundus ferrooxydans,Iron oxidizer
Go0002136,580332,BACTERIAL,Sideroxydans lithotrophicus ES-1,Sideroxydans lithotrophicus,Iron oxidizer
Go0002138,340101,BACTERIAL,Victivallis vadensis ATCC BAA-548,Victivallis vadensis,Cellobiose-degrading
Go0002202,439522,BACTERIAL,Thiovulum majus Tm_Nivab2,Thiovulum majus,Sulfide oxidizer
Go0002232,63186,BACTERIAL,Zobellia galactanivorans DsijT,Zobellia galactanivorans,Polymer degrader
Go0002233,542,BACTERIAL,Zymomonas mobilis,Zymomonas mobilis,Ethanol production
Go0002237,396597,BACTERIAL,Burkholderia ambifaria MEX-5,Burkholderia ambifaria,Nitrogen fixation
Go0002237,396597,BACTERIAL,Burkholderia ambifaria MEX-5,Burkholderia ambifaria,Pollutant degrader
Go0002238,396596,BACTERIAL,Burkholderia ambifaria IOP40-10,Burkholderia ambifaria,Nitrogen fixation
Go0002238,396596,BACTERIAL,Burkholderia ambifaria IOP40-10,Burkholderia ambifaria,Pollutant degrader
Go0002239,396598,BACTERIAL,Paraburkholderia graminis C4D1M,Paraburkholderia graminis,Nitrogen fixation
Go0002239,396598,BACTERIAL,Paraburkholderia graminis C4D1M,Paraburkholderia graminis,Pollutant degrader
Go0002240,398577,BACTERIAL,Burkholderia ambifaria MC40-6,Burkholderia ambifaria,Nitrogen fixation
Go0002240,398577,BACTERIAL,Burkholderia ambifaria MC40-6,Burkholderia ambifaria,Pollutant degrader
Go0002243,391038,BACTERIAL,Paraburkholderia phymatum STM815,Paraburkholderia phymatum,Nitrogen fixation
Go0002244,398527,BACTERIAL,Paraburkholderia phytofirmans PsJN,Paraburkholderia phytofirmans,Nitrogen fixation
Go0002245,394503,BACTERIAL,Ruminiclostridium cellulolyticum H10,Ruminiclostridium cellulolyticum,Cellulose degrader
