PROJECT_ID	ORGANISM_ID	PROJECT_STATUS	ANALYSIS_PROJECT_ID	EST_SIZE
98890	27953	Permanent Draft	54431	37337
130380	32042	Permanent Draft	106974	4036032
32042	32042	Permanent Draft	2670	3931204
140019	134138	Permanent Draft	119264	3940586
140020	134139	Permanent Draft	119273	4010917
140021	134140	Permanent Draft	119300	3965774
10878	10878	Permanent Draft	9935	1783038
14661	14661	Permanent Draft	15559	4918161
14687	14687	Permanent Draft	252	9743327
14691	14691	Permanent Draft	25403	7564905
14845	14845	Permanent Draft	115249	7371288
139676	133795	Permanent Draft	122141	3577646
139680	133799	Permanent Draft	122143	3461316
139681	133800	Permanent Draft	122144	3460271
139682	133801	Permanent Draft	122145	3578982
2502	2502	Permanent Draft	9291	24131112
2586	2586	Permanent Draft	28235	34886939
139798	133917	Permanent Draft	122576	5558112
140023	134142	Permanent Draft	119283	3980459
140024	134143	Permanent Draft	119295	3955854
140025	134144	Permanent Draft	119384	3990070
35715	35715	Permanent Draft	17032	5502006
21896	21896	Permanent Draft	20762	7086830
139578	133698	Permanent Draft	122479	4864545
139800	133919	Permanent Draft	122578	5167700
86776	18150	Permanent Draft	80126	301520
18150	18150	incomplete	10108	301520
18242	18242	Permanent Draft	15630	1587569
140022	134141	Permanent Draft	119306	3970491
140027	134146	Permanent Draft	119316	4008826
140028	134147	Permanent Draft	119281	3969053
140030	134149	Permanent Draft	119263	3998450
1546	1546	Complete and Published	29264	4909403
1554	1554	Permanent Draft	29292	2950285
139686	133805	Permanent Draft	122148	3596691
139687	133806	Permanent Draft	122149	3484036
139688	133807	Permanent Draft	122150	3346170
139689	133808	Permanent Draft	122152	3347786
139345	7164	Permanent Draft	117887	3980616
7172	7172	Permanent Draft	28729	5365946
7296	7296	Complete and Published	27835	2477838
7331	7331	Permanent Draft	15015	2110309
140026	134145	Permanent Draft	119317	3991394
140035	134154	Permanent Draft	119350	4009071
140036	134155	Permanent Draft	119266	3981975
139801	133920	Permanent Draft	122676	5177067
139802	133921	Permanent Draft	122579	5391391
139803	133922	Permanent Draft	122580	5511275
23318	23318	Permanent Draft	12022	4319238
23451	23451	Permanent Draft	69525	4689099
23455	23455	Permanent Draft	20803	4612407
23465	23465	Permanent Draft	17007	4457871
23487	23487	Permanent Draft	24662	10444469
140034	134153	Permanent Draft	119330	4062892
140053	134172	Permanent Draft	119277	4010896
140054	134173	Permanent Draft	119279	4003903
140055	134174	Permanent Draft	119307	3944539
1678	1678	Complete and Published	29615	2145295
1774	1774	Complete and Published	29781	1983966
6418	6418	Permanent Draft	39070	5156400
6466	6466	Complete and Published	9392	2433326
146364	6468	Permanent Draft	124671	5899847
139692	133811	Permanent Draft	122154	3485169
139693	133812	Permanent Draft	122155	3486431
139694	133813	Permanent Draft	122156	3346992
139696	133815	Permanent Draft	122131	3488469
34723	34723	Permanent Draft	17817	5378239
34755	34755	Permanent Draft	17625	4687875
34779	34779	Permanent Draft	17852	5180899
34816	34816	Permanent Draft	17735	5182083
34817	34817	Permanent Draft	17736	5230060
34819	34819	Permanent Draft	17847	5166355
34860	34860	Permanent Draft	17752	5314590
34892	34892	Permanent Draft	32112	3253281
34906	34906	Permanent Draft	17744	5271024
140037	134156	Permanent Draft	119271	4031527
140057	134176	Permanent Draft	119313	2519361
140058	134177	Permanent Draft	119383	4140557
140059	134178	Permanent Draft	119334	4101823
139804	133923	Permanent Draft	122581	5484745
139805	133924	Permanent Draft	122649	5451433
139806	133925	Permanent Draft	122650	5313541
127309	32508	Permanent Draft	104710	750874
118321	32554	Permanent Draft	78662	2789591
117939	32614	Complete and Published	77942	5521203
18451	18451	Permanent Draft	13996	1683430
18588	18588	Permanent Draft	23577	3274912
18591	18591	Permanent Draft	161	2928811
140056	134175	Permanent Draft	119308	3892834
140116	134235	Permanent Draft	119010	4954369
140117	134236	Permanent Draft	119037	4957103
6513	6513	Permanent Draft	29707	6282980
6534	6534	Permanent Draft	25093	4096386
6634	6634	Permanent Draft	27556	2253392
10881	10881	Permanent Draft	13810	4787942
10888	10888	Permanent Draft	13907	4682892
10910	10910	Permanent Draft	13901	4650569
10911	10911	Permanent Draft	13900	4603325
10946	10946	Permanent Draft	15169	4498987
139697	133816	Permanent Draft	122158	3512381
139698	133817	Permanent Draft	122160	3573071
139700	133819	Permanent Draft	122161	3441633
34951	34951	Permanent Draft	13796	5363291
20809	20809	Permanent Draft	23701	2579871
20810	20810	Permanent Draft	23702	2567117
20841	20841	Permanent Draft	9885	1740626
20858	20858	Complete and Published	23949	5908575
20967	20967	Permanent Draft	15160	5063872
140083	134202	Permanent Draft	119309	3916906
140087	134206	Permanent Draft	119275	4043052
140094	134213	Permanent Draft	119274	3970995
140115	134234	Permanent Draft	118999	4948808
139274	31394	Permanent Draft	116916	6311006
103835	31535	Permanent Draft	57557	2052470
35757	35757	Permanent Draft	12675	2330229
35782	35782	Permanent Draft	58292	4405460
35814	35814	Permanent Draft	21329	3856255
120417	35844	Permanent Draft	81134	1601999
35844	35844	Permanent Draft	21250	1593936
35925	35925	Permanent Draft	48446	4409905
141174	136332	Permanent Draft	123016	1983382
23516	23516	Permanent Draft	20850	8933351
23539	23539	Permanent Draft	16055	3341215
23542	23542	Permanent Draft	16070	3338310
23605	23605	Permanent Draft	40635	4291514
140143	134262	Permanent Draft	119007	4955239
140150	134269	Permanent Draft	123195	4634664
140151	134270	Permanent Draft	122252	4572485
140152	134271	Permanent Draft	123180	4587198
10971	10971	Permanent Draft	19872	5530232
10996	10996	Permanent Draft	14072	1599100
11023	11023	Permanent Draft	16458	4027162
11097	11097	Complete and Published	29277	1877273
11116	11116	Complete and Published	9429	627953
15013	15013	Permanent Draft	4646	5699307
139701	133820	Permanent Draft	122162	3575902
139702	133821	Permanent Draft	122165	3543745
139703	133822	Permanent Draft	122164	3421497
21063	21063	Permanent Draft	17000	1660282
116388	26257	Permanent Draft	74842	4152335
140121	134240	Permanent Draft	119042	4947300
140141	134260	Permanent Draft	119014	4960809
140142	134261	Permanent Draft	119026	4954978
35940	35940	Permanent Draft	58283	4397493
35985	35985	Permanent Draft	21273	4636877
35987	35987	Permanent Draft	21286	4611929
22365	22365	Complete and Published	11668	632588
139807	133926	Permanent Draft	122651	5337198
139808	133927	Permanent Draft	122652	5297168
139841	133960	Permanent Draft	122491	5046221
139842	133961	Permanent Draft	122492	5353543
155431	32442	incomplete	136924	3319331
32447	32447	Permanent Draft	19675	1803246
139601	133720	Permanent Draft	123110	3619600
139605	133724	Permanent Draft	123114	3431328
139606	133725	Permanent Draft	123115	3409636
139607	133726	Permanent Draft	123116	3569003
15050	15050	Permanent Draft	11844	5524604
15082	15082	Complete and Published	25145	1521037
15129	15129	Permanent Draft	26705	5239804
139589	133708	Permanent Draft	123085	3579254
139590	133709	Permanent Draft	123093	3581946
139592	133711	Permanent Draft	123102	3424224
139598	133717	Permanent Draft	123109	3462981
114696	30277	Complete and Published	71356	3474226
127168	30370	Permanent Draft	104675	4487120
22488	22488	Permanent Draft	1123	5263298
22583	22583	Permanent Draft	113	2964639
139877	133996	Permanent Draft	122522	4998564
139922	134041	Permanent Draft	122589	4886730
139923	134042	Permanent Draft	122590	4676997
139924	134043	Permanent Draft	122592	4715146
18604	18604	Permanent Draft	23582	3273124
18622	18622	Permanent Draft	23576	3288142
18653	18653	Permanent Draft	244	5304664
18699	18699	Permanent Draft	1008	3606483
18750	18750	Permanent Draft	23630	2874450
23654	23654	Permanent Draft	56717	6432241
139608	133727	Permanent Draft	123077	3487556
139609	133728	Permanent Draft	123117	3383859
139616	133735	Permanent Draft	122223	3415016
139617	133736	Permanent Draft	123143	3410960
1792	1792	Complete and Published	29943	4099895
1811	1811	Complete and Published	30100	6872702
1830	1830	Complete and Published	30150	1257710
1886	1886	Permanent Draft	30252	5047463
1917	1917	Complete and Published	24934	3806980
139704	133823	Permanent Draft	122163	3575897
139706	133825	Permanent Draft	122166	3264290
139707	133826	Permanent Draft	122167	3512550
130590	30485	Permanent Draft	106110	2687188
131283	30492	Permanent Draft	106055	1917585
35007	35007	Permanent Draft	17771	4939327
35012	35012	Permanent Draft	17783	5390144
35037	35037	Permanent Draft	21183	4783913
35044	35044	Permanent Draft	17668	5407372
35137	35137	Permanent Draft	216	4090615
139531	126794	incomplete	118746	6498427
127162	27354	Permanent Draft	104649	5270473
127244	31543	Permanent Draft	104429	3314552
139934	134053	Permanent Draft	122610	4849340
139935	134054	Permanent Draft	122611	4853699
139966	134085	Permanent Draft	119301	3848038
139967	134086	Permanent Draft	119368	3923186
139968	134087	Permanent Draft	119325	4012658
992	992	Complete and Published	27664	5736823
1075	1075	Permanent Draft	28094	6867787
1083	1083	Permanent Draft	28063	5933783
1126	1126	Permanent Draft	28231	3301953
1128	1128	Permanent Draft	18041	2809837
1178	1178	Complete and Published	28816	4279159
1212	1212	Complete and Published	29113	7579488
139618	133737	Permanent Draft	122217	3410429
139619	133738	Permanent Draft	122218	3411389
139620	133739	Permanent Draft	123074	3602998
139621	133740	Permanent Draft	123126	3363735
1933	1933	Complete and Published	28557	6967790
1948	1948	Permanent Draft	27849	1798358
1950	1950	Permanent Draft	28115	6932532
1962	1962	Permanent Draft	28528	3116746
6670	6670	Complete and Published	28309	1810248
6695	6695	Complete and Published	30318	7140471
108303	6695	Permanent Draft	61122	6919612
6713	6713	Complete and Published	29600	2220606
6723	6723	Permanent Draft	25353	8394307
139711	133830	Permanent Draft	123098	3513757
139712	133831	Permanent Draft	123099	3462037
139713	133832	Permanent Draft	123100	3462354
139714	133833	Permanent Draft	123101	3258204
35192	35192	Permanent Draft	21199	5707592
35209	35209	Permanent Draft	21202	1994466
21153	21153	Permanent Draft	24372	2966833
21179	21179	Permanent Draft	24398	2862665
21189	21189	Permanent Draft	24397	2966835
21236	21236	Permanent Draft	17428	3599272
21266	21266	Permanent Draft	20600	4830620
111344	31674	incomplete	68225	5761453
35993	35993	Permanent Draft	21276	4625646
35995	35995	Permanent Draft	17039	5502788
36021	36021	Permanent Draft	21289	4614427
36053	36053	Permanent Draft	38968	4866173
139969	134088	Permanent Draft	119346	4014013
139971	134090	Permanent Draft	119348	4014229
139972	134091	Permanent Draft	119358	4008880
139980	134099	Permanent Draft	119349	4017670
5756	5756	Permanent Draft	111129	189344188
5813	5813	Permanent Draft	15784	2734980
5815	5815	Complete and Published	14865	4560589
5815	5815	Complete and Published	213596	4609910
5867	5867	Complete and Published	23902	3884382
5872	5872	Complete and Published	70468	1988028
139622	133741	Permanent Draft	123119	3368593
139626	133745	Permanent Draft	123121	3369212
139627	133746	Permanent Draft	123124	3482177
139628	133747	Permanent Draft	122119	3600782
6742	6742	Permanent Draft	29624	32551711
6759	6759	Permanent Draft	28169	14630139
71024	71024	Permanent Draft	39922	2142623
6814	6814	Permanent Draft	24143	2218229
11158	11158	Permanent Draft	72984	4723415
11234	11234	Complete and Published	28311	4145581
11250	11250	Permanent Draft	8268	3598816
139715	133834	Permanent Draft	123154	3444694
139723	133842	Permanent Draft	123128	3363667
139730	133849	Permanent Draft	123136	3362746
139731	133850	Permanent Draft	123134	3361506
139734	133853	Permanent Draft	123138	3360511
21355	21355	Permanent Draft	20702	5010468
21356	21356	Permanent Draft	20687	4924062
21359	21359	Permanent Draft	15230	5118737
21365	21365	Permanent Draft	24453	5025790
21366	21366	Permanent Draft	24454	5214194
21376	21376	Permanent Draft	20533	5431750
21396	21396	Permanent Draft	24463	5037301
21398	21398	Permanent Draft	24465	5375759
148780	26425	Permanent Draft	131102	1673283
139548	133668	Permanent Draft	122371	6059626
36086	36086	Permanent Draft	21311	4268655
36118	36118	Permanent Draft	21317	4673321
36188	36188	Permanent Draft	17951	1113970
36357	36358	Permanent Draft	226751	55275930
139981	134100	Permanent Draft	119394	1791516
139982	134101	Permanent Draft	119354	4006478
139983	134102	Permanent Draft	119343	4017713
139985	134104	Permanent Draft	119319	3949166
5973	5973	Permanent Draft	14875	2364553
10416	10416	Permanent Draft	10225	1918345
10509	10509	Permanent Draft	15881	5272458
10511	10511	Permanent Draft	16482	4757234
10540	10540	Permanent Draft	19578	5522282
139629	133748	Permanent Draft	122219	3442464
139634	133753	Permanent Draft	123146	3540042
139635	133754	Permanent Draft	123090	3227326
139636	133755	Permanent Draft	123079	3419069
81977	81977	Permanent Draft	55654	133719
11377	11377	Permanent Draft	14423	5369936
11390	11390	Permanent Draft	13121	5273535
11421	11421	Permanent Draft	16020	5126813
11423	11423	Permanent Draft	16024	5391143
139736	133855	Permanent Draft	123153	3473661
139737	133856	Permanent Draft	123155	3532932
139742	133861	Permanent Draft	119531	3497280
116494	26724	Permanent Draft	74837	2736266
139549	133669	Permanent Draft	122372	5985053
139550	133670	Permanent Draft	122373	5808595
22867	22867	Permanent Draft	17452	4730837
22930	22930	Permanent Draft	20781	5349905
22953	22953	Permanent Draft	11387	4695416
132425	22968	Permanent Draft	113278	5937244
139986	134105	Permanent Draft	119388	3935969
139987	134106	Permanent Draft	119322	3949879
139988	134107	Permanent Draft	119323	3937218
139989	134108	Permanent Draft	119298	3998854
10541	10541	Permanent Draft	16259	2809096
14415	14415	Permanent Draft	72338	4792764
14470	14470	Permanent Draft	69604	4963456
14471	14471	Permanent Draft	23318	5185783
14566	14566	Permanent Draft	23344	4743253
139640	133759	Permanent Draft	123070	3436370
139641	133760	Permanent Draft	123086	3433972
139642	133761	Permanent Draft	123082	3351716
139648	133767	Permanent Draft	123072	3293397
1989	1989	Complete and Published	28758	5704171
139743	133862	Permanent Draft	119260	3511750
139744	133863	Permanent Draft	119530	3568820
139745	133864	Permanent Draft	119751	5358839
127294	30618	Permanent Draft	104721	3573222
35270	35270	Permanent Draft	24339	1905398
23621	23621	Permanent Draft	128591	4043690
139990	134109	Permanent Draft	119380	3942645
139991	134110	Permanent Draft	119292	4006439
139992	134111	Permanent Draft	119310	3980366
139993	134112	Permanent Draft	119382	4029631
14608	14608	Permanent Draft	23354	4793985
14612	14612	Permanent Draft	15560	4890155
1235	1235	Permanent Draft	29115	13661586
1271	1271	Permanent Draft	31594	3576081
1282	1282	Permanent Draft	29667	4105524
139649	133768	Permanent Draft	123087	3538467
139653	133772	Permanent Draft	123080	3505327
139654	133773	Permanent Draft	122124	3441203
139655	133774	Permanent Draft	122127	3568305
2060	2060	Permanent Draft	30699	2032681
2072	2072	Complete and Published	30746	2007491
2136	2136	Complete and Published	30307	3003656
2180	2180	Permanent Draft	31427	3975259
2180	2180	Permanent Draft	97824	4060496
2220	2220	Permanent Draft	31565	4977609
223074	2227	Complete and Published	199200	4831200
139746	133865	Permanent Draft	122317	5240771
139747	133866	Permanent Draft	119754	5318945
139748	133867	Permanent Draft	119755	5360844
35314	35314	Permanent Draft	21234	5521109
21441	21441	Permanent Draft	24457	5070043
21446	21446	Permanent Draft	24462	5032547
139555	133675	Permanent Draft	122443	5445801
139556	133676	Permanent Draft	122444	5417162
148733	31942	Permanent Draft	131240	2846831
190583	31998	Complete and Published	173054	3009495
139994	134113	Permanent Draft	119391	3963633
139995	134114	Permanent Draft	119337	3986275
139996	134115	Permanent Draft	119321	3968004
139997	134116	Permanent Draft	119345	3964859
139998	134117	Permanent Draft	119392	4014317
1301	1301	Permanent Draft	31138	5973558
1319	1319	Complete and Published	28271	1248550
1443	1443	Permanent Draft	10309	1760469
139656	133775	Permanent Draft	123088	3347020
139659	133778	Permanent Draft	122133	3487361
139660	133779	Permanent Draft	123083	3578457
6872	6872	Permanent Draft	39080	1490797
6900	6900	Complete and Published	69335	778866
6903	6903	Complete and Published	57047	2501598
6965	6965	Permanent Draft	16068	2996543
36954	7043	Permanent Draft	12950	3423703
139749	133868	Permanent Draft	119752	5268606
139761	133880	Permanent Draft	122553	5155082
