Original,New
"other, coastal hydrothermal field",water_marine_hydrothermal
"other, coastal sediment",sediment_marine
"other, cocoa fermentation",food
"other, cold desert",unclassified
"other, cold fjord sediments",sediment_marine_cold
"other, contaminated agar plate",unclassified
"other, contaminated gelatin",food
"other, coolant lubricant",unclassified
"other, cow's milk",milk
"other, cow dung",host_animal_endotherm_feces
"other, cricket",host_animal_ectotherm
"other, dead ark clam",host_animal_ectotherm
"other, decayed wood",litter
"other, decaying wood and peat",litter
"other, deep-sea hydrothermal vent chimney",water_marine_hydrothermal
"other, deep-sea sediment",sediment_marine_deep
"other, deep sea carbonate rock",rock_deep
"other, deep sea hydrothermal vent",water_marine_hydrothermal
"other, deep sea hypothermal vent",water_marine_hydrothermal
"other, dentrification system treating seawater",bioreactor
"other, dinoflagellate",host_algae
"other, diseased fish",host_animal_ectotherm
"other, diseased sole",host_animal_ectotherm
"other, donkey oral cavities",host_animal_endotherm_oral
"other, dried seaweed ",food
"other, drinking water supply",water_groundwater_surface
"other, drinking water well",water_groundwater_surface
"other, dump site",soil_contaminated
"other, dust",unclassified
"other, equine placentas",host_animal_endotherm_intratissue
"other, eutrophic reservoir",water_fresh
"other, fermented cane molasses",food_fermented
"other, fermented fish",food_fermented
"other, fermenting meat",food_fermented
"other, fish",host_animal_ectotherm
"other, fish intestine",host_animal_ectotherm
"other, forest humus",soil_forest
"other, from air in duck barn",unclassified
"other, glacier ice",unclassified
"other, green alga",host_algae
"other, gut of beetle",host_animal_ectotherm
"other, gut of beetle larvae",host_animal_ectotherm
"other, haemodialysis water",unclassified
"other, hexachlorocyclohexane contaminated soil",soil_hydrocarbon_contaminated
"other, high temperature compost",compost
"other, hindgut of horses",host_animal_endotherm_intestinal
"other, hindgut of termite",host_animal_ectotherm
"other, horse - fecal",host_animal_endotherm_feces
"other, human- gastric/amniotic fluids",host_animal_endotherm_intestinal
"other, human-blood",host_animal_endotherm_blood
"other, human - ear",host_animal_endotherm_surface
"other, human - respiratory",host_animal_endotherm_nasopharyngeal
"other, human clinical osteo-articular sample",host_animal_endotherm_intratissue
"other, human clinical specimens",host_animal_endotherm_intratissue
"other, human intestine",host_animal_endotherm_intestinal
"other, human lungs",host_animal_endotherm_nasopharyngeal
"other, human oral cavity",host_animal_endotherm_oral
"other, human oral mucosal tissue",host_animal_endotherm_oral
"other, human pulmonary infection",host_animal_endotherm_nasopharyngeal
"other, human respiratory tract ",host_animal_endotherm_nasopharyngeal
"other, human sputum sample",host_animal_endotherm_oral
"other, human throat",host_animal_endotherm_oral
"other, human urine",host_animal_endotherm
"other, human wound ",host_animal_endotherm
"other, human wounds",host_animal_endotherm
"other, hydrothermal fluid ",water_marine_hydrothermal
"other, hydrothermal sediments",sediment_marine_hydrothermal
"other, hydrothermal vent ",water_marine_hydrothermal
"other, hypersaline lakes and solar saltern",water_hypersaline
"other, industrial clean-room floor",built_environment_surfaces
"other, industrial sludge contaminated with arsenic",sludge
"other, infant formula production environment",food
"other, insect frass",host_animal_ectotherm
"other, iron mine",unclassified
"other, isolated from bromeliads",water_fresh
"other, isolated from milk",milk
"other, larval gut",host_animal_ectotherm
"other, limestone quarry",rock
"other, livestock manure compost",compost
"other, lymph node samples",host_animal_endotherm_intratissue
"other, marine crustacean",host_animal_ectotherm
"other, marine saltern",water_hypersaline
"other, medicinal leech",host_animal_ectotherm
"other, mushroom compost",compost
"other, mussel",host_animal_ectotherm
"other, natural substrates",unclassified
"other, octocoral",host_animal_ectotherm
"other, oil-contaminated soil",petroleum
"other, oil-polluted saline soil",petroleum
"other, oil field",petroleum
"other, olive oil",food
"other, oral cavity of donkeys",host_animal_endotherm_oral
"other, patinas in the catacombs",unclassified
"other, peat",soil_organic_peat
"other, permafrost ice wedge",soil_organic_permafrost
"other, phyllosphere of dog rose",host_plant_leaf-associated
"other, phyllosphere of potato plants",host_plant_leaf-associated
"other, pig caecum",host_animal_endotherm_intestinal
"other, plaster wall",built_environment_surfaces
"other, preputial swabs of bison",host_animal_endotherm_surface
"other, rat faeces",host_animal_endotherm_feces
"other, raw cow's milk",milk
"other, red alga porphyra yezoensis",host_algae
"other, rhizoplane of neem seedlings",host_plant_root-associated
"other, rhizosphere of brown alga",host_algae
"other, river mud",sediment_fresh
"other, roman catacombs",unclassified
"other, saline soil",soil_saline
"other, saline spring",water_hypersaline
"other, saltern",water_hypersaline
"other, sand-dune plant",host_plant
"other, sea-ice core",water_marine_cold
"other, sea salt",sediment_hypersaline
"other, sewage",wastewater
"other, sheep - fecal",host_animal_endotherm_feces
"other, skin of a medical leech",host_animal_ectotherm
"other, small animals",host_animal_endotherm
"other, snow",unclassified
"other, solar salt",sediment_hypersaline
"other, space laboratory ",unclassified
"other, stingless bee",host_animal_ectotherm
"other, stream sediment",sediment_fresh
"other, subtropical zone",unclassified
"other, surface-sterilized plant tissues",host_plant
"other, surface-sterilized root of pine tree",host_plant_root-associated
"other, swine faeces",host_animal_endotherm_feces
"other, tap water",water_fresh
"other, ticks",host_animal_ectotherm
"other, tissue extract ",host_animal_endotherm_intratissue
"other, tooth surfaces of caries-free humans",host_animal_endotherm_oral
"other, tubeworm",host_animal_ectotherm
"other, uranium mill tailing effluent",wastewater
"other, various water bodies",water_fresh
"other, volcanic deposit",soil_mineral
"other, volcanic mudflow",soil_mineral
"other, wall of an indoor environment",built_environment_surfaces
"other, warm spring",water_hotspring
"other, warm spring water sample",water_hotspring
"other, wild drosophila melanogaster",host_animal_ectotherm
"other, wild rice",unclassified
"other, wounds of patients",host_animal_endotherm
"soil, alkaline soil",soil
"soil, greenhouse soil",soil_agricultural
"soil, hydrocarbon-contaminated soil",soil_hydrocarbon_contaminated
"soil, radiation-polluted soil",soil_contaminated
"soil, saline soil",soil_saline
adult human intestine,host_animal_endotherm_intestinal
brewery environment,food
deep sea sediment,sediment_marine_deep
environmental,unclassified
fecal sample,host_animal_endotherm_feces
freshwater hot spring,water_hotspring
freshwater mud,sediment_fresh
gut,host_animal_endotherm_intestinal
host blood,host_animal_endotherm_blood
hot solfataric spring,water_hotspring
hypersaline microbial mat,water_hypersaline
lake water,water_fresh
marine hot spring,water_marine_hydrothermal
not known,unclassified
perirectal,host_animal_endotherm_feces
root nodule,host_plant_rootnodule
skin,host_animal_endotherm_surface
soil sample,soil
sphagnum bog,soil_organic_peat
sputum,host_animal_endotherm_oral
stool,host_animal_endotherm_feces
sugar beet rhizosphere,host_plant_root-associated
throat,host_animal_endotherm_oral
waterfall,water_fresh
"engineered, bioreactor, anaerobic",bioreactor
"engineered, built environment, symbiotic, mutualistic",built_environment_surfaces
"engineered, built environment, water treatment plant",wastewater
"engineered, free living",unclassified
"engineered, lab enrichment, defined media, aerobic media",unclassified
"engineered, lab enrichment, defined media, marine media, free living",unclassified
"engineered, lab enrichment, free living",unclassified
"engineered, laboratory developed, free living",unclassified
"engineered, solid waste, composting, wood",compost
"engineered, wastewater, industrial wastewater, agricultural wastewater, free living",wastewater
"engineered, wastewater, industrial wastewater, mine water, free living",wastewater
"engineered, wastewater, symbiotic, syntrophic",wastewater
"environmental, aquatic, freshwater, groundwater, acid mine drainage",wastewater
"environmental, aquatic, freshwater, lentic, symbiotic",water_fresh
"environmental, aquatic, freshwater, lotic, symbiotic, mutualistic",water_fresh
"environmental, aquatic, freshwater, subglacial lake",water_fresh
"environmental, aquatic, freshwater, wetlands, marsh",water_fresh_cold
"environmental, aquatic, marine, hydrothermal vents, black smokers",water_marine_hydrothermal
"environmental, aquatic, marine, intertidal zone, beach, symbiotic, mutualistic",host_animal_ectotherm
"environmental, aquatic, marine, intertidal zone, coral reef",host_animal_ectotherm
"environmental, aquatic, marine, intertidal zone, microbialites",biofilm
"environmental, aquatic, marine, oceanic, aphotic zone, free living",water_marine
"environmental, aquatic, marine, oceanic, benthic",sediment_marine_deep
"environmental, aquatic, marine, oceanic, free living",water_marine
"environmental, aquatic, marine, sediment",sediment_marine
"environmental, aquatic, symbiotic, parasitic",unclassified
"environmental, aquatic, thermal springs, hot (42-90c), acidic",water_hotspring
"environmental, aquatic, thermal springs, hot (42-90c), sediment",water_hotspring
"environmental, aquatic, thermal springs, tepid (25-34c)",water_hotspring
"environmental, terrestrial, deep subsurface, free living",rock_deep
"environmental, terrestrial, soil, clay",soil
"environmental, terrestrial, soil, clay, grasslands",soil_grassland
"environmental, terrestrial, soil, free living, commensal",soil
"environmental, terrestrial, soil, sand, oil-contaminated",soil_hydrocarbon_contaminated
